id_venta;id_tiempo;id_cliente;id_producto;id_sucursal;id_empleado;id_pago;id_promocion;cantidad;subtotal;total
4386;184;1651;10005;33;3954;9426;;9;753.12;753.12
4387;86;9531;2213;70;5380;9427;;4;558.96;558.96
4388;1006;13463;11172;74;2154;9428;;6;894.96;894.96
4389;1954;3252;1748;75;9688;9429;;7;327.53;327.53
4390;319;4931;3354;60;9857;9430;;6;310.98;310.98
4391;2082;11485;4043;24;1606;9431;;3;386.85;386.85
4392;1289;11910;13954;18;5465;9432;538;7;839.23;755.31
4393;580;1679;7568;13;10207;9433;9840;2;247.66;222.89
4394;703;1559;14719;67;11238;9434;3392;1;59.29;53.36
4395;1372;10255;10625;40;10345;9435;;10;1436.4;1436.4
4396;246;11110;14974;24;793;9436;;10;1426.5;1426.5
4397;1486;9541;3939;52;9575;9437;5481;7;146.93;132.24
4398;2176;14833;12617;29;12570;9438;10914;3;260.73;234.66
4399;59;12350;6888;18;2868;9439;183;5;752.25;677.02
4400;580;13764;7987;34;14103;9440;;7;1319.15;1319.15
4401;597;9914;4529;36;4251;9441;;5;421.35;421.35
4402;1489;12780;10340;47;12689;9442;;2;102.7;102.7
4403;1389;1528;8401;20;7641;9443;;1;13.87;13.87
4404;1862;10516;3112;55;9181;9444;;3;485.28;485.28
4405;2028;7894;14361;32;1566;9445;;4;25.52;25.52
4406;531;1901;4598;25;9991;9446;;9;901.53;901.53
4407;956;12937;13373;6;14386;9447;;10;1682.2;1682.2
4408;1635;11241;8672;14;887;9448;;9;1469.88;1469.88
4409;1517;2706;14504;41;14694;9449;;3;56.4;56.4
4410;905;9883;12243;51;13986;9450;13722;3;438.81;394.93
4411;1167;2230;7246;57;828;9451;;10;355.2;355.2
4412;1166;1232;12400;28;11527;9452;6142;3;251.52;226.37
4413;547;12787;5548;41;96;9453;;4;701.72;701.72
4414;1116;8572;2879;69;10534;9454;;6;532.14;532.14
4415;662;9220;1217;47;7607;9455;;5;485.4;485.4
4416;1254;1790;7899;75;7020;9456;4429;6;1084.38;975.94
4417;1948;3291;2541;67;11290;9457;;3;564.27;564.27
4418;541;6174;9167;41;4862;9458;;5;446.35;446.35
4419;827;13104;14735;15;9161;9459;;10;946.6;946.6
4420;405;7330;1859;67;9882;9460;;8;1273.68;1273.68
4421;255;14309;13089;25;10264;9461;;2;272.8;272.8
4422;824;13424;7816;56;8819;9462;;9;704.25;704.25
4423;2125;1464;2599;8;6735;9463;;2;195.26;195.26
4424;1459;7260;13180;51;5899;9464;;9;1268.91;1268.91
4425;81;9559;4051;38;11591;9465;;2;335.68;335.68
4426;447;10847;4318;46;277;9466;;7;370.79;370.79
4427;889;9546;179;45;8370;9467;7618;10;1611.6;1450.44
4428;2085;9149;13766;6;2958;9468;;7;126.98;126.98
4429;1159;3318;13545;58;6508;9469;9088;9;843.12;758.81
4430;279;11215;690;33;11636;9470;;10;326.8;326.8
4431;1560;11329;2386;64;11666;9471;;6;481.5;481.5
4432;894;14265;1447;41;13022;9472;1227;9;1407.42;1266.68
4433;1120;759;1213;10;10296;9473;;9;1310.49;1310.49
4434;565;12886;692;4;2194;9474;;4;718;718
4435;762;2932;7335;14;1058;9475;;3;212.64;212.64
4436;1915;7195;2329;71;3976;9476;13395;8;210.16;189.14
4437;308;4672;2126;33;14889;9477;;5;959.35;959.35
4438;1596;12678;9065;76;89;9478;;3;179.16;179.16
4439;140;10543;6996;37;11514;9479;;3;115.44;115.44
4440;1540;5331;8764;59;417;9480;;4;303.4;303.4
4441;1950;10287;9607;41;9538;9481;;4;136.64;136.64
4442;1300;11868;7466;11;12935;9482;;9;1674.9;1674.9
4443;1387;4405;11761;12;2027;9483;1189;2;267.72;240.95
4444;909;5050;9904;58;9354;9484;;2;305.48;305.48
4445;868;11041;14868;7;10830;9485;;9;1499.31;1499.31
4446;1187;506;5752;61;2451;9486;;6;114.78;114.78
4447;71;5923;10661;63;3917;9487;;10;678.3;678.3
4448;1552;14587;3336;10;1775;9488;;4;259.6;259.6
4449;84;12655;9393;67;8945;9489;;6;971.04;971.04
4450;694;13538;11416;58;6833;9490;2768;9;1458.18;1312.36
4451;178;3872;8801;30;5539;9491;;3;456.36;456.36
4452;35;2611;7808;47;8967;9492;11829;4;37.64;33.88
4453;1537;10180;2758;43;11477;9493;9503;9;247.14;222.43
4454;1097;4045;7983;12;8642;9494;2659;3;384.39;345.95
4455;135;10050;8968;19;9939;9495;;2;208.74;208.74
4456;1074;3577;9720;68;8510;9496;;8;864;864
4457;527;7514;9577;73;6531;9497;6539;3;189.9;170.91
4458;1004;8511;314;48;9983;9498;5781;8;974.88;877.39
4459;1629;11615;820;70;6951;9499;4951;9;1098.09;988.28
4460;442;832;344;10;9067;9500;;3;584.46;584.46
4461;710;649;11014;15;9402;9501;;9;269.55;269.55
4462;1443;7617;13233;5;8872;9502;;7;849.31;849.31
4463;1530;13471;12319;77;7112;9503;;1;54.69;54.69
4464;1576;7775;10545;15;10321;9504;;5;280.85;280.85
4465;133;8023;11786;1;6433;9505;;9;260.82;260.82
4466;1466;13092;11157;10;8321;9506;1897;2;329;296.1
4467;1039;1527;2459;5;11649;9507;;4;404.92;404.92
4468;725;4263;11687;56;10553;9508;10152;8;458.72;412.85
4469;1143;12958;9055;75;517;9509;;1;146.14;146.14
4470;1963;5831;9055;9;9065;9510;;9;537.84;537.84
4471;1179;2800;5119;39;3808;9511;;1;174.12;174.12
4472;2114;1372;9142;64;7134;9512;10873;9;545.76;491.18
4473;960;13957;2004;63;6002;9513;;10;516.3;516.3
4474;1570;8945;14392;60;3527;9514;;3;476.31;476.31
4475;1065;6553;13153;54;11394;9515;;8;1231.92;1231.92
4476;435;11864;8748;33;9346;9516;;3;407.25;407.25
4477;118;9217;976;41;1180;9517;740;6;277.62;249.86
4478;600;2173;11130;64;13948;9518;;8;243.76;243.76
4479;1812;3807;3400;31;2260;9519;3877;8;136;122.4
4480;2032;14934;8841;23;9880;9520;3189;2;154.1;138.69
4481;1898;3185;13836;27;30;9521;;2;328.2;328.2
4482;1135;969;12763;47;14103;9522;;4;567.16;567.16
4483;960;5189;6935;20;14185;9523;;5;919.75;919.75
4484;1355;11450;6502;6;11567;9524;;8;821.52;821.52
4485;2136;14039;4333;38;13072;9525;;1;54.62;54.62
4486;215;1860;6081;75;5962;9526;10148;1;82.06;73.85
4487;944;6630;6324;53;2026;9527;2371;2;357.64;321.88
4488;1329;5489;12113;47;3874;9528;;4;345.44;345.44
4489;162;5403;10252;12;2374;9529;14492;10;1583.8;1425.42
4490;1670;8164;8595;60;2861;9530;11836;6;302.04;271.84
4491;625;1560;6789;6;8771;9531;;6;833.64;833.64
4492;532;8715;4343;13;13331;9532;4267;7;779.59;701.63
4493;1742;6842;2649;33;10127;9533;;7;275.73;275.73
4494;2184;10307;2225;26;12280;9534;;8;973.36;973.36
4495;565;3366;3110;36;10884;9535;13019;10;173.3;155.97
4496;1884;8811;4092;56;4285;9536;1139;3;407.55;366.8
4497;2021;4894;1592;70;8272;9537;;6;625.2;625.2
4498;1760;3006;11527;65;1456;9538;1341;10;275.1;247.59
4499;309;10866;7154;12;3088;9539;;10;927.5;927.5
4500;1362;10494;10915;17;6947;9540;8344;9;1219.14;1097.23
4501;397;3478;2372;25;3458;9541;10744;3;553.17;497.85
4502;152;4128;4867;65;361;9542;;10;1599.1;1599.1
4503;848;3193;7849;46;13731;9543;;2;368.86;368.86
4504;1085;12960;5722;53;7082;9544;10913;9;362.79;326.51
4505;851;2168;1430;64;6936;9545;;6;1017.24;1017.24
4506;2098;8956;9860;1;8374;9546;;3;541.44;541.44
4507;1327;3873;4929;34;14448;9547;;9;1498.14;1498.14
4508;574;5229;424;68;13547;9548;4344;6;641.76;577.58
4509;1661;3036;12182;35;7060;9549;;4;45.36;45.36
4510;1019;6977;4413;2;12902;9550;;10;902.5;902.5
4511;796;3052;9994;63;11468;9551;9656;5;712.75;641.48
4512;1625;1534;10165;40;8282;9552;;2;241.54;241.54
4513;423;9284;816;41;7282;9553;;2;300.72;300.72
4514;519;14323;2147;18;1970;9554;;5;808;808
4515;905;13690;8583;9;4384;9555;;9;1093.32;1093.32
4516;1854;10175;5700;12;7367;9556;12037;9;994.68;895.21
4517;36;6035;11545;25;14770;9557;1783;10;998.8;898.92
4518;136;5471;11977;3;11915;9558;;4;537.92;537.92
4519;2145;2090;1951;34;12285;9559;;1;84.18;84.18
4520;1013;5551;472;11;857;9560;;3;311.22;311.22
4521;1178;13896;9433;71;5423;9561;4062;7;262.08;235.87
4522;1725;10863;951;71;8549;9562;;9;1726.38;1726.38
4523;1778;552;10588;35;2444;9563;;2;377;377
4524;2147;8804;8939;63;10082;9564;9098;7;896.7;807.03
4525;995;13518;14324;9;8267;9565;3629;4;20.12;18.11
4526;586;3937;3497;10;8309;9566;;2;383.56;383.56
4527;1820;3069;10174;15;13438;9567;;3;95.37;95.37
4528;1721;12444;13651;21;14516;9568;6122;1;180.01;162.01
4529;272;7721;12127;16;4954;9569;5259;6;828.18;745.36
4530;462;5580;12070;38;13736;9570;6978;7;134.89;121.4
4531;1685;2782;12900;53;12580;9571;;3;247.5;247.5
4532;1751;5040;2874;67;10759;9572;;7;1282.19;1282.19
4533;468;706;7995;74;5508;9573;14184;8;1292.64;1163.38
4534;892;10669;13609;70;2424;9574;;2;184.68;184.68
4535;818;11382;3206;65;3049;9575;6270;10;1119.4;1007.46
4536;464;2471;14311;74;5739;9576;8963;3;494.49;445.04
4537;723;6190;8580;47;12526;9577;1712;7;1112.58;1001.32
4538;2050;5309;84;15;13313;9578;4302;1;113.56;102.2
4539;1283;11683;11927;21;5523;9579;12579;5;258.85;232.97
4540;1810;6022;5926;42;8714;9580;;10;872.5;872.5
4541;761;3414;12833;5;4819;9581;;9;1768.05;1768.05
4542;1651;9541;1153;38;13329;9582;4528;5;761.45;685.31
4543;1053;11946;1238;75;9814;9583;;7;1233.05;1233.05
4544;1395;13678;6844;8;2922;9584;9711;8;824.24;741.82
4545;1194;5595;6188;68;1618;9585;;6;121.56;121.56
4546;1901;12892;10965;55;6683;9586;;1;67.84;67.84
4547;1588;9534;3929;71;12561;9587;6963;7;396.27;356.64
4548;537;3066;12152;11;9024;9588;;9;953.1;953.1
4549;1944;2292;11020;49;11404;9589;;6;626.22;626.22
4550;1317;12594;8359;75;8352;9590;8301;9;1646.37;1481.73
4551;2151;13056;14534;7;12469;9591;;7;62.3;62.3
4552;90;11030;4703;41;1731;9592;;8;996.32;996.32
4553;1964;14095;5917;39;4810;9593;;9;1723.32;1723.32
4554;1763;5529;12959;55;7012;9594;;8;452.56;452.56
4555;1378;7966;10141;68;2926;9595;;6;477.84;477.84
4556;657;10223;2148;30;13761;9596;14182;3;354.03;318.63
4557;875;2355;12817;61;6030;9597;;9;934.11;934.11
4558;985;3083;14311;69;1845;9598;;2;233.96;233.96
4559;1348;14212;7935;46;11020;9599;;5;723.9;723.9
4560;2031;14721;7416;70;12592;9600;;6;303.36;303.36
4561;187;3006;9843;11;7588;9601;4401;10;1150.5;1035.45
4562;545;4316;13821;34;7854;9602;9832;9;1024.56;922.1
4563;1850;11371;8304;62;9415;9603;;1;51.31;51.31
4564;1678;8749;934;18;1891;9604;;9;937.17;937.17
4565;867;13067;7287;42;11277;9605;9579;8;1104.32;993.89
4566;1382;4528;9221;55;13456;9606;;3;105.69;105.69
4567;2016;5638;8530;56;12526;9607;;8;1358.96;1358.96
4568;1442;7729;14610;31;9136;9608;;3;159.66;159.66
4569;76;9553;13724;30;10207;9609;;5;403.45;403.45
4570;422;2204;9514;4;11484;9610;;10;605.1;605.1
4571;2005;6818;3764;45;10465;9611;;3;125.43;125.43
4572;1093;1223;9670;68;10822;9612;1143;2;298.56;268.7
4573;948;12278;6300;8;1851;9613;7711;5;651.7;586.53
4574;1810;4705;6827;65;9048;9614;;9;1070.55;1070.55
4575;494;13773;10450;16;12487;9615;;3;522.45;522.45
4576;1659;1632;6718;77;13327;9616;;5;759.8;759.8
4577;1676;11751;6164;5;11216;9617;;1;81.95;81.95
4578;288;12589;1073;30;13471;9618;;5;443.1;443.1
4579;630;6362;3287;27;1733;9619;;3;91.11;91.11
4580;1077;236;3934;72;1201;9620;6522;8;876.96;789.26
4581;844;13682;990;9;12663;9621;13322;10;1087.7;978.93
4582;589;14239;5835;75;493;9622;;9;141.57;141.57
4583;1200;3839;14300;73;4488;9623;;9;79.47;79.47
4584;453;338;12591;35;11512;9624;;4;352.8;352.8
4585;395;8082;2432;26;10353;9625;4259;2;56.98;51.28
4586;261;14443;853;38;5581;9626;14086;3;335.4;301.86
4587;639;8609;2770;38;13829;9627;9044;9;1392.93;1253.64
4588;1216;7857;11468;24;6763;9628;;6;874.56;874.56
4589;108;2760;13432;32;6980;9629;;8;1219.28;1219.28
4590;206;8848;8312;13;75;9630;;10;705.6;705.6
4591;2003;9672;2598;25;13118;9631;;9;973.35;973.35
4592;250;5595;657;14;12401;9632;;10;240.6;240.6
4593;1370;4365;2339;71;5087;9633;;5;667.95;667.95
4594;297;2308;725;24;14440;9634;10407;5;33.9;30.51
4595;1347;9350;7940;24;6403;9635;;5;426.2;426.2
4596;1196;2260;11321;71;1869;9636;9650;2;178.86;160.97
4597;1035;5272;9439;39;7179;9637;;4;295.84;295.84
4598;1725;10007;10523;16;5428;9638;3784;2;363.88;327.49
4599;1666;109;14232;44;5429;9639;;2;373.64;373.64
4600;2182;11936;861;28;8707;9640;;2;321.7;321.7
4601;1080;5399;11980;38;3334;9641;7639;10;1682.9;1514.61
4602;1552;6357;9104;13;10406;9642;2648;2;65.98;59.38
4603;1816;8371;4258;29;3745;9643;12460;6;920.7;828.63
4604;212;1393;13097;25;1497;9644;;3;45.42;45.42
4605;996;13401;8079;20;517;9645;;7;825.72;825.72
4606;383;11785;3235;52;1795;9646;;8;1561.76;1561.76
4607;1258;9585;5920;76;3167;9647;;4;198.72;198.72
4608;2035;3572;6248;50;1730;9648;7118;5;346.6;311.94
4609;894;4799;1278;21;14489;9649;;6;244.62;244.62
4610;342;10566;3934;41;3519;9650;;2;95.12;95.12
4611;1279;12983;11415;23;1627;9651;;1;179.45;179.45
4612;688;4888;8757;29;3486;9652;;5;51.5;51.5
4613;1491;39;1201;54;3564;9653;;10;1413.7;1413.7
4614;964;6002;14162;75;10426;9654;;2;269.16;269.16
4615;1240;10920;12833;3;202;9655;;7;481.6;481.6
4616;1798;4714;14977;34;524;9656;;1;116.14;116.14
4617;1070;9017;2432;30;7915;9657;10805;8;1254.96;1129.46
4618;541;8975;1797;55;5298;9658;179;5;410.6;369.54
4619;1285;6576;13791;21;11653;9659;;7;604.87;604.87
4620;236;7256;2597;32;13110;9660;;3;107.04;107.04
4621;1128;12205;10256;8;14846;9661;;1;104.54;104.54
4622;2183;3722;8553;39;2061;9662;;9;1537.38;1537.38
4623;2024;9909;10684;33;14782;9663;;7;1081.92;1081.92
4624;599;3006;3678;27;10488;9664;4847;7;808.15;727.34
4625;1745;14735;4492;33;14133;9665;;9;555.84;555.84
4626;1904;2243;4925;17;14024;9666;14861;7;295.75;266.18
4627;2129;7118;12665;19;10544;9667;11515;1;41.56;37.4
4628;19;4942;2284;36;6418;9668;;3;440.1;440.1
4629;900;8151;13132;1;9172;9669;1086;4;520.12;468.11
4630;1034;8758;4066;21;10084;9670;10238;2;238.3;214.47
4631;1482;8016;338;7;9626;9671;12761;5;564.15;507.74
4632;1912;986;5213;63;12900;9672;;10;328.8;328.8
4633;248;9528;13790;21;4859;9673;;10;272.5;272.5
4634;542;2139;13172;15;11425;9674;;2;336.02;336.02
4635;279;4731;6143;69;6136;9675;;10;1824.2;1824.2
4636;844;548;922;26;5936;9676;10723;4;70.36;63.32
4637;1189;4393;7231;46;12834;9677;;3;390.6;390.6
4638;1683;11067;5251;11;1806;9678;;1;122.59;122.59
4639;693;270;8347;76;3580;9679;;8;1222.48;1222.48
4640;374;6053;78;25;6936;9680;;7;994.77;994.77
4641;1355;2325;13917;16;7625;9681;;7;1278.83;1278.83
4642;51;14598;4732;19;4161;9682;;3;436.08;436.08
4643;515;3157;722;24;452;9683;;7;647.22;647.22
4644;568;2474;1181;64;2108;9684;;4;243.72;243.72
4645;2008;3517;12082;75;11893;9685;;2;335.6;335.6
4646;366;7531;14726;8;8478;9686;;7;1374.94;1374.94
4647;602;11664;9655;23;4171;9687;;7;710.08;710.08
4648;576;614;14391;62;12972;9688;;3;443.1;443.1
4649;523;10378;1158;22;9969;9689;7469;9;453.51;408.16
4650;284;6338;3203;77;913;9690;10161;10;849.7;764.73
4651;90;440;7822;22;8091;9691;;4;506.88;506.88
4652;666;2525;4638;20;4819;9692;;4;254.68;254.68
4653;1692;8244;6702;73;11048;9693;3106;7;876.12;788.51
4654;1792;51;14662;61;9687;9694;;9;1181.43;1181.43
4655;2096;10135;7385;47;14424;9695;;6;751.98;751.98
4656;2003;11465;6401;30;5716;9696;4954;8;119.68;107.71
4657;754;10690;7230;10;11493;9697;12372;8;1266;1139.4
4658;1173;2094;900;26;10274;9698;11787;9;1324.08;1191.67
4659;1152;11622;1824;47;3846;9699;;1;56.19;56.19
4660;2165;8098;14608;23;8057;9700;;10;120.6;120.6
4661;688;2868;6507;22;1797;9701;12649;9;229.32;206.39
4662;1106;8486;1731;19;10073;9702;;9;1696.5;1696.5
4663;1825;11151;9215;68;1265;9703;14258;8;621.84;559.66
4664;140;7595;8972;76;7987;9704;;1;141.66;141.66
4665;401;8819;5686;70;14245;9705;;10;625.9;625.9
4666;1058;4943;1584;14;8344;9706;;6;953.34;953.34
4667;1667;1798;11676;41;7237;9707;7209;9;868.5;781.65
4668;768;14120;3576;66;7295;9708;;4;147.76;147.76
4669;985;13081;11824;44;10597;9709;;1;127.58;127.58
4670;978;12458;4285;29;2457;9710;;2;29.16;29.16
4671;411;7501;4576;38;5777;9711;;1;40.87;40.87
4672;825;12397;10777;14;8501;9712;;9;1759.77;1759.77
4673;602;11970;9258;28;13129;9713;;10;1248.2;1248.2
4674;139;10379;7004;66;12167;9714;12513;3;224.85;202.37
4675;1540;5271;13862;27;2705;9715;;10;1478.4;1478.4
4676;908;13913;8210;28;2231;9716;10854;5;224.8;202.32
4677;2186;657;9051;74;13555;9717;;5;472.65;472.65
4678;1270;11307;11534;31;10222;9718;;3;543.9;543.9
4679;1172;751;11056;57;308;9719;;10;394.4;394.4
4680;66;14616;1440;48;14249;9720;6590;9;500.04;450.04
4681;1630;10062;6043;3;9443;9721;;3;331.59;331.59
4682;82;1250;10078;73;7780;9722;11096;8;115.28;103.75
4683;605;12686;7517;27;4533;9723;;3;151.05;151.05
4684;1050;13923;13392;24;4820;9724;;2;302.52;302.52
4685;1295;9533;12036;30;7428;9725;10655;5;516.55;464.89
4686;59;14912;1295;12;5169;9726;;4;792.32;792.32
4687;1745;4594;5677;16;13230;9727;;7;421.12;421.12
4688;903;11275;7649;21;10897;9728;;8;1525.36;1525.36
4689;1586;5259;10037;22;3100;9729;;4;399.12;399.12
4690;1091;6406;7944;56;7537;9730;;2;17.66;17.66
4691;139;10017;5767;33;4680;9731;726;7;368.62;331.76
4692;16;10979;13343;18;2165;9732;;4;518.2;518.2
4693;79;3754;6194;46;3971;9733;;8;1505.92;1505.92
4694;1994;8439;2370;35;11071;9734;;3;112.32;112.32
4695;1597;13031;4214;75;1580;9735;;2;354.7;354.7
4696;1713;9361;4007;21;13773;9736;;8;898.32;898.32
4697;964;12218;6331;48;7104;9737;;2;346.56;346.56
4698;197;6967;14601;55;7279;9738;9772;4;469.8;422.82
4699;1298;4348;817;67;228;9739;5735;10;909.6;818.64
4700;1985;7006;11421;38;2884;9740;;6;653.04;653.04
4701;256;3679;13876;21;1611;9741;;1;35.2;35.2
4702;1759;1808;4552;69;11137;9742;658;5;482.45;434.2
4703;1452;13815;410;19;14513;9743;2714;9;1559.07;1403.16
4704;2028;13097;7118;25;10072;9744;6308;10;790.7;711.63
4705;1402;10762;14591;34;770;9745;;9;1523.88;1523.88
4706;2079;7071;9946;65;2463;9746;11436;10;706.7;636.03
4707;507;11331;13695;37;10008;9747;;4;627.88;627.88
4708;639;7522;6301;10;11040;9748;13337;9;1045.26;940.73
4709;1518;3322;11186;50;3256;9749;;10;1635.4;1635.4
4710;1509;9630;13419;70;5199;9750;;2;350.08;350.08
4711;350;8884;6211;51;3690;9751;;3;140.19;140.19
4712;555;678;2911;28;7655;9752;6617;9;1412.73;1271.46
4713;1494;12054;281;3;5924;9753;;10;1508.1;1508.1
4714;1781;7655;7454;5;4318;9754;;4;417.92;417.92
4715;513;11448;10188;33;2334;9755;;7;1015.07;1015.07
4716;1116;1516;5548;70;6239;9756;;5;864.45;864.45
4717;146;4423;13255;56;10402;9757;;3;34.2;34.2
4718;485;13259;7955;1;5305;9758;1938;7;1118.81;1006.93
4719;1073;9929;11584;46;9989;9759;;3;366.48;366.48
4720;1867;6643;10728;4;2254;9760;;4;571.36;571.36
4721;72;12215;4767;44;11483;9761;;4;288.12;288.12
4722;245;13189;889;44;9126;9762;;1;187.05;187.05
4723;1167;2307;5226;54;1567;9763;4398;5;734.25;660.83
4724;1871;11764;14302;63;12709;9764;;8;980.16;980.16
4725;1384;6165;12204;41;10543;9765;;2;162.74;162.74
4726;2066;4162;2263;55;5761;9766;;9;192.24;192.24
4727;192;3066;9432;67;4162;9767;10818;4;582.2;523.98
4728;1174;4567;13828;5;11706;9768;;3;73.65;73.65
4729;1656;10467;582;33;5939;9769;3460;6;264;237.6
4730;1203;12934;14395;5;7847;9770;7360;7;1345.33;1210.8
4731;205;12020;11681;67;12624;9771;;5;859.45;859.45
4732;1596;12803;7547;25;9108;9772;;5;184.65;184.65
4733;1303;1735;10563;20;14327;9773;;10;438.2;438.2
4734;171;6273;11759;60;2680;9774;3831;10;860.8;774.72
4735;714;19;9528;62;9264;9775;;7;188.86;188.86
4736;843;9624;3311;47;5276;9776;;10;1350.7;1350.7
4737;973;13027;169;59;3975;9777;;7;493.01;493.01
4738;539;10197;8814;47;10307;9778;;2;323.46;323.46
4739;2022;1450;9440;72;12474;9779;;10;1720.5;1720.5
4740;720;14978;2450;27;4244;9780;7791;9;810.9;729.81
4741;1005;13255;1900;41;14627;9781;;4;379.92;379.92
4742;569;8004;2821;25;4106;9782;;3;328.41;328.41
4743;1497;10414;5364;77;9848;9783;;3;382.95;382.95
4744;233;14922;1348;14;3373;9784;;3;266.79;266.79
4745;485;4717;10707;75;640;9785;;9;1060.29;1060.29
4746;1408;1296;14369;28;7439;9786;;5;605.75;605.75
4747;1763;10669;2187;4;12504;9787;;4;414.4;414.4
4748;96;13874;3485;62;4545;9788;8581;3;255.96;230.36
4749;1603;813;2272;66;14703;9789;;8;143.84;143.84
4750;1746;10875;892;69;5605;9790;;2;202.56;202.56
4751;867;9310;6096;17;3247;9791;2577;2;48.8;43.92
4752;201;935;4451;7;11348;9792;;1;169.62;169.62
4753;1169;7600;3870;19;8853;9793;;3;280.38;280.38
4754;135;6026;14546;43;4676;9794;;5;355.25;355.25
4755;1117;11589;1575;53;7907;9795;;8;1389.76;1389.76
4756;155;8537;2802;56;640;9796;;9;1508.67;1508.67
4757;163;8266;3109;14;1166;9797;855;2;103.68;93.31
4758;751;12017;2361;61;11574;9798;;6;749.1;749.1
4759;211;754;14570;65;11423;9799;;10;1147.7;1147.7
4760;1378;13767;12353;33;405;9800;;8;231.36;231.36
4761;1636;13339;9398;20;7787;9801;14458;9;775.17;697.65
4762;992;12050;466;77;12426;9802;;2;309.62;309.62
4763;1785;8686;13828;36;2349;9803;;9;1459.17;1459.17
4764;1182;10680;10782;73;12461;9804;5676;1;81.51;73.36
4765;1577;14428;12665;69;6530;9805;;5;372.3;372.3
4766;1015;9089;2013;39;6972;9806;;8;135.28;135.28
4767;1607;6099;5459;42;5525;9807;;2;328.58;328.58
4768;1700;21;84;35;3991;9808;12552;10;265.8;239.22
4769;1478;9676;6818;69;12352;9809;;6;546.24;546.24
4770;1790;3147;11825;36;12709;9810;;10;668.5;668.5
4771;108;10431;7409;69;14136;9811;;3;125.97;125.97
4772;671;13499;9240;65;10656;9812;;1;63.77;63.77
4773;394;7614;7670;4;486;9813;6081;1;189.26;170.33
4774;116;10095;9249;55;3098;9814;;1;6.97;6.97
4775;1715;1379;6701;66;9835;9815;;3;283.8;283.8
4776;880;12656;6606;66;8327;9816;;6;1107.6;1107.6
4777;1963;4752;1860;64;10980;9817;;8;1535.68;1535.68
4778;651;12497;2885;72;162;9818;;4;342.24;342.24
4779;1271;3546;6857;61;6590;9819;;3;272.67;272.67
4780;1190;4125;12029;17;2802;9820;8130;2;194.38;174.94
4781;189;3001;14741;66;4329;9821;;3;180.15;180.15
4782;826;13171;6928;61;6356;9822;;6;1076.04;1076.04
4783;687;9306;13568;2;11929;9823;;3;274.95;274.95
4784;166;7660;8715;61;7495;9824;;10;1509.3;1509.3
4785;920;14115;3091;66;12674;9825;4324;2;149.7;134.73
4786;1281;1050;2569;19;3688;9826;13138;10;1339.8;1205.82
4787;687;14905;7479;13;13963;9827;11402;2;388.64;349.78
4788;509;545;13585;75;12996;9828;;5;417.85;417.85
4789;5;7215;13315;12;13109;9829;;6;884.28;884.28
4790;1671;8970;1424;32;3416;9830;;2;214.58;214.58
4791;412;7022;8180;43;1353;9831;7743;10;606.4;545.76
4792;1268;793;3296;25;297;9832;;10;1017.3;1017.3
4793;450;6065;14442;47;14559;9833;4251;2;203.4;183.06
4794;551;1498;14090;68;10048;9834;;7;1175.09;1175.09
4795;225;3573;11745;62;6261;9835;;10;1905.2;1905.2
4796;1921;1411;9350;50;7617;9836;;4;730.16;730.16
4797;428;3842;13823;50;8018;9837;8084;3;383.7;345.33
4798;828;14543;10144;41;5044;9838;;8;581.44;581.44
4799;144;8631;6089;49;8764;9839;;1;5.48;5.48
4800;1835;7630;5990;33;11399;9840;;7;957.6;957.6
4801;1158;12893;13328;11;2652;9841;;7;637;637
4802;621;2058;10835;26;9435;9842;4715;2;395.48;355.93
4803;2078;2171;2993;67;10467;9843;;1;83.13;83.13
4804;1917;12911;12101;46;14872;9844;;8;935.76;935.76
4805;1299;10294;12030;9;2608;9845;4063;5;709.8;638.82
4806;1114;10327;11153;7;10507;9846;;7;319.9;319.9
4807;268;14007;400;12;2598;9847;;10;1803.6;1803.6
4808;749;378;5122;8;11567;9848;;7;917.42;917.42
4809;1370;5321;10453;59;4921;9849;;4;304.52;304.52
4810;1403;1266;11579;23;6484;9850;;3;362.91;362.91
4811;1880;3964;12168;37;7467;9851;;5;848.55;848.55
4812;1642;10356;12214;76;10864;9852;;6;384.18;384.18
4813;1853;4451;5469;7;4689;9853;;7;1325.45;1325.45
4814;759;748;2612;28;567;9854;;4;46.04;46.04
4815;691;14460;6830;75;14380;9855;;4;183.52;183.52
4816;1221;7681;7370;39;8595;9856;;2;159.18;159.18
4817;336;4952;13463;32;11946;9857;;6;670.32;670.32
4818;1142;1864;5347;72;1775;9858;1768;1;15.06;13.55
4819;2075;9000;7088;61;2982;9859;;4;608.96;608.96
4820;1064;7678;10957;31;7231;9860;;1;63.53;63.53
4821;806;8753;4389;24;11133;9861;;2;240.64;240.64
4822;2052;10751;5384;48;334;9862;;5;815.9;815.9
4823;1112;11603;11835;6;14243;9863;;7;244.44;244.44
4824;1217;7063;10370;71;11697;9864;5368;7;812.63;731.37
4825;1351;8640;6683;12;7020;9865;;7;94.01;94.01
4826;912;4202;14215;56;10988;9866;;3;103.86;103.86
4827;294;13630;14264;39;6622;9867;;7;1170.68;1170.68
4828;1542;6132;13823;29;6417;9868;13653;2;174.94;157.45
4829;990;13889;13115;70;11082;9869;14418;1;78.58;70.72
4830;846;4608;2685;17;12172;9870;;9;1458.36;1458.36
4831;1948;268;14532;53;14458;9871;;8;593.68;593.68
