"id_promocion","descripcion","descuento"
"2207","Promoción de verano","7.43"
"2208","Descuento por compra mayor a S/100","30.65"
"2209","2x1 en productos seleccionados","12.37"
"2210","Promoción de verano","12.40"
"2211","Descuento en productos de belleza y cuidado personal","45.87"
"2212","Descuento en productos de hogar","50.00"
"2213","Oferta relámpago en bebidas y licores","40.34"
"2214","Descuento en productos de belleza y cuidado personal","38.36"
"2215","Rebaja en productos de limpieza","39.07"
"2216","Cashback en compras con tarjeta de crédito","34.20"
"2217","Promoción de regreso a clases","29.20"
"2218","Oferta relámpago en bebidas y licores","8.18"
"2219","Descuento en productos de hogar","6.12"
"2220","2x1 en productos seleccionados","7.55"
"2221","Descuento por compra mayor a S/100","16.17"
"2222","Descuento en electrodomésticos","13.66"
"2223","Descuento por primera compra","19.00"
"2224","Cashback en compras con tarjeta de crédito","9.40"
"2225","2x1 en productos seleccionados","27.37"
"2226","Descuento en electrodomésticos","34.50"
"2227","Descuento en productos de belleza y cuidado personal","21.01"
"2228","Descuento en electrodomésticos","31.10"
"2229","Cashback en compras con tarjeta de crédito","24.88"
"2230","Descuento exclusivo para clientes premium","38.63"
"2231","Descuento por compra mayor a S/100","16.04"
"2232","Descuento en productos de hogar","27.47"
"2233","Descuento en electrodomésticos","16.64"
"2234","Promoción de verano","9.86"
"2235","Descuento exclusivo para clientes premium","19.03"
"2236","Rebaja en productos de limpieza","19.54"
"2237","Descuento exclusivo para clientes premium","32.12"
"2238","Cashback en compras con tarjeta de crédito","47.74"
"2239","Descuento por primera compra","29.05"
"2240","Descuento en productos de belleza y cuidado personal","31.32"
"2241","Promoción exclusiva para tarjetas OH","46.72"
"2242","Cashback en compras con tarjeta de crédito","31.42"
"2243","2x1 en productos seleccionados","17.44"
"2244","Rebaja en productos de limpieza","40.77"
"2245","Promoción de verano","11.87"
"2246","Oferta especial en tecnología","25.40"
"2247","Descuento por primera compra","34.18"
"2248","Promoción de regreso a clases","19.54"
"2249","Promoción de verano","27.82"
"2250","Promoción de regreso a clases","14.00"
"2251","Descuento por compra mayor a S/100","31.18"
"2252","Promoción exclusiva para tarjetas OH","45.53"
"2253","2x1 en productos seleccionados","12.62"
"2254","Promoción de regreso a clases","33.48"
"2255","Rebaja en productos de limpieza","7.12"
"2256","Descuento en productos de belleza y cuidado personal","11.80"
"2257","Descuento en productos de belleza y cuidado personal","13.89"
"2258","Promoción exclusiva para tarjetas OH","29.97"
"2259","Oferta relámpago en bebidas y licores","31.41"
"2260","Promoción de verano","36.97"
"2261","2x1 en productos seleccionados","49.70"
"2262","Descuento por compra mayor a S/100","9.27"
"2263","Promoción de verano","7.55"
"2264","Promoción de verano","36.63"
"2265","Rebaja en productos de limpieza","26.71"
"2266","Descuento en alimentos congelados","31.22"
"2267","Descuento en productos de hogar","29.15"
"2268","Descuento por compra mayor a S/100","22.30"
"2269","Promoción exclusiva para tarjetas OH","40.62"
"2270","Descuento en productos de hogar","34.78"
"2271","Descuento por primera compra","28.72"
"2272","Promoción de regreso a clases","12.73"
"2273","Descuento exclusivo para clientes premium","26.47"
"2274","Oferta relámpago en bebidas y licores","43.10"
"2275","Promoción exclusiva para tarjetas OH","6.27"
"2276","Descuento por primera compra","29.86"
"2277","Descuento en productos de hogar","9.84"
"2278","2x1 en productos seleccionados","26.71"
"2279","Descuento exclusivo para clientes premium","12.56"
"2280","Promoción exclusiva para tarjetas OH","37.09"
"2281","Descuento por compra mayor a S/100","48.87"
"2282","Oferta especial en tecnología","28.77"
"2283","Descuento por compra mayor a S/100","23.91"
"2284","Descuento por primera compra","24.92"
"2285","2x1 en productos seleccionados","36.42"
"2286","Descuento en productos de belleza y cuidado personal","9.50"
"2287","Descuento en electrodomésticos","40.46"
"2288","Promoción de regreso a clases","25.37"
"2289","Descuento en productos de belleza y cuidado personal","26.53"
"2290","Descuento en alimentos congelados","25.17"
"2291","Cashback en compras con tarjeta de crédito","17.82"
"2292","Promoción de verano","40.38"
"2293","Cashback en compras con tarjeta de crédito","36.74"
"2294","Rebaja en productos de limpieza","40.32"
"2295","Rebaja en productos de limpieza","39.76"
"2296","Descuento en productos de hogar","33.96"
"2297","Descuento en alimentos congelados","12.25"
"2298","Cashback en compras con tarjeta de crédito","45.74"
"2299","Descuento en productos de hogar","28.45"
"2300","2x1 en productos seleccionados","17.77"
"2301","Descuento por compra mayor a S/100","7.93"
"2302","Promoción de regreso a clases","12.71"
"2303","Descuento en productos de hogar","11.07"
"2304","Promoción de verano","26.84"
"2305","Descuento en productos de belleza y cuidado personal","47.67"
"2306","Promoción exclusiva para tarjetas OH","42.09"
"2307","Descuento en productos de belleza y cuidado personal","41.23"
"2308","Promoción de regreso a clases","48.18"
"2309","Descuento en productos de belleza y cuidado personal","27.08"
"2310","Cashback en compras con tarjeta de crédito","10.73"
"2311","2x1 en productos seleccionados","14.25"
"2312","Rebaja en productos de limpieza","9.57"
"2313","Promoción exclusiva para tarjetas OH","25.79"
"2314","Descuento en productos de belleza y cuidado personal","36.83"
"2315","Promoción de regreso a clases","27.18"
"2316","Descuento por compra mayor a S/100","35.79"
"2317","Descuento por compra mayor a S/100","18.36"
"2318","Descuento por compra mayor a S/100","45.59"
"2319","Descuento en productos de hogar","45.02"
"2320","Oferta especial en tecnología","8.08"
"2321","2x1 en productos seleccionados","20.49"
"2322","Oferta relámpago en bebidas y licores","18.78"
"2323","Rebaja en productos de limpieza","19.58"
"2324","Promoción de regreso a clases","18.55"
"2325","Promoción de regreso a clases","26.73"
"2326","Promoción de regreso a clases","15.86"
"2327","Descuento exclusivo para clientes premium","32.92"
"2328","Promoción de regreso a clases","29.25"
"2329","Descuento exclusivo para clientes premium","7.61"
"2330","Rebaja en productos de limpieza","19.05"
"2331","Oferta especial en tecnología","24.99"
"2332","Cashback en compras con tarjeta de crédito","49.87"
"2333","2x1 en productos seleccionados","43.94"
"2334","Descuento en productos de hogar","34.41"
"2335","Cashback en compras con tarjeta de crédito","42.49"
"2336","Descuento por primera compra","26.60"
"2337","Descuento por compra mayor a S/100","7.95"
"2338","2x1 en productos seleccionados","31.33"
"2339","Oferta especial en tecnología","34.56"
"2340","Descuento por compra mayor a S/100","40.70"
"2341","Descuento exclusivo para clientes premium","13.37"
"2342","Descuento exclusivo para clientes premium","42.24"
"2343","Oferta relámpago en bebidas y licores","31.58"
"2344","Descuento en productos de belleza y cuidado personal","9.55"
"2345","Descuento en electrodomésticos","27.53"
"2346","Descuento exclusivo para clientes premium","49.09"
"2347","Promoción exclusiva para tarjetas OH","47.06"
"2348","Descuento en alimentos congelados","18.50"
"2349","Oferta especial en tecnología","26.73"
"2350","Descuento en alimentos congelados","49.16"
"2351","Oferta relámpago en bebidas y licores","10.49"
"2352","Descuento en electrodomésticos","29.52"
"2353","Descuento por compra mayor a S/100","10.18"
"2354","Descuento exclusivo para clientes premium","14.37"
"2355","Descuento por compra mayor a S/100","38.65"
"2356","Oferta especial en tecnología","13.31"
"2357","Descuento en productos de belleza y cuidado personal","44.08"
"2358","Promoción de verano","17.48"
"2359","Promoción exclusiva para tarjetas OH","39.64"
"2360","Descuento en productos de hogar","29.49"
"2361","Descuento en productos de hogar","24.17"
"2362","Oferta especial en tecnología","26.94"
"2363","Promoción de regreso a clases","13.84"
"2364","Descuento en alimentos congelados","26.90"
"2365","Rebaja en productos de limpieza","17.13"
"2366","Promoción de verano","39.95"
"2367","Promoción de verano","40.34"
"2368","Descuento por primera compra","18.67"
"2369","Descuento por compra mayor a S/100","27.72"
"2370","Descuento por compra mayor a S/100","9.82"
"2371","Descuento en electrodomésticos","27.73"
"2372","Descuento en alimentos congelados","39.74"
"2373","Promoción exclusiva para tarjetas OH","20.31"
"2374","Promoción de verano","29.33"
"2375","Rebaja en productos de limpieza","19.45"
"2376","Descuento en productos de belleza y cuidado personal","37.73"
"2377","Descuento en productos de belleza y cuidado personal","5.48"
"2378","Oferta relámpago en bebidas y licores","20.29"
"2379","2x1 en productos seleccionados","33.57"
"2380","Cashback en compras con tarjeta de crédito","10.68"
"2381","Descuento por compra mayor a S/100","21.38"
"2382","Descuento por compra mayor a S/100","19.50"
"2383","Descuento en productos de belleza y cuidado personal","34.74"
"2384","2x1 en productos seleccionados","37.29"
"2385","Promoción exclusiva para tarjetas OH","32.23"
"2386","Descuento en electrodomésticos","49.10"
"2387","Descuento en productos de belleza y cuidado personal","28.74"
"2388","Oferta especial en tecnología","24.97"
"2389","Oferta especial en tecnología","25.83"
"2390","Oferta relámpago en bebidas y licores","23.15"
"2391","Descuento en productos de hogar","29.08"
"2392","Descuento en productos de belleza y cuidado personal","5.21"
"2393","Oferta relámpago en bebidas y licores","48.46"
"2394","2x1 en productos seleccionados","16.06"
"2395","Descuento por compra mayor a S/100","9.36"
"2396","Promoción exclusiva para tarjetas OH","49.46"
"2397","Descuento en productos de hogar","25.25"
"2398","Descuento exclusivo para clientes premium","7.67"
"2399","Descuento por compra mayor a S/100","12.61"
"2400","Cashback en compras con tarjeta de crédito","9.07"
"2401","Descuento por compra mayor a S/100","30.27"
"2402","Descuento en productos de belleza y cuidado personal","26.43"
"2403","Cashback en compras con tarjeta de crédito","26.43"
"2404","Oferta especial en tecnología","24.46"
"2405","Descuento por primera compra","33.66"
"2406","Descuento exclusivo para clientes premium","37.86"
"2407","Descuento en alimentos congelados","28.90"
"2408","2x1 en productos seleccionados","31.68"
"2409","Promoción de regreso a clases","11.47"
"2410","Oferta especial en tecnología","39.87"
"2411","Rebaja en productos de limpieza","39.52"
"2412","Oferta especial en tecnología","14.65"
"2413","Descuento en productos de belleza y cuidado personal","36.59"
"2414","Descuento en electrodomésticos","15.28"
"2415","Promoción de regreso a clases","40.10"
"2416","Promoción de verano","7.02"
"2417","Promoción de verano","5.16"
"2418","Descuento exclusivo para clientes premium","20.04"
"2419","Promoción de verano","30.71"
"2420","Oferta relámpago en bebidas y licores","48.81"
"2421","Descuento en alimentos congelados","6.93"
"2422","Descuento por primera compra","5.28"
"2423","Promoción de regreso a clases","25.64"
"2424","2x1 en productos seleccionados","39.32"
"2425","2x1 en productos seleccionados","33.25"
"2426","Descuento en electrodomésticos","21.70"
"2427","Descuento por compra mayor a S/100","36.32"
"2428","Oferta relámpago en bebidas y licores","36.23"
"2429","Promoción exclusiva para tarjetas OH","34.35"
"2430","Promoción exclusiva para tarjetas OH","32.98"
"2431","Rebaja en productos de limpieza","36.94"
"2432","Descuento en productos de hogar","36.08"
"2433","Oferta especial en tecnología","41.14"
"2434","Descuento en alimentos congelados","26.81"
"2435","Promoción de verano","19.35"
"2436","Cashback en compras con tarjeta de crédito","45.15"
"2437","Promoción exclusiva para tarjetas OH","26.44"
"2438","Cashback en compras con tarjeta de crédito","28.45"
"2439","Rebaja en productos de limpieza","30.26"
"2440","Rebaja en productos de limpieza","16.14"
"2441","Oferta relámpago en bebidas y licores","9.54"
"2442","Oferta especial en tecnología","31.39"
"2443","Descuento exclusivo para clientes premium","43.09"
"2444","Promoción de verano","25.91"
"2445","Descuento en productos de belleza y cuidado personal","46.90"
"2446","Descuento en electrodomésticos","32.75"
"2447","Promoción de regreso a clases","27.95"
"2448","Descuento en electrodomésticos","8.15"
"2449","Oferta especial en tecnología","46.06"
"2450","Descuento en productos de belleza y cuidado personal","16.86"
"2451","Descuento por primera compra","16.53"
"2452","Descuento en electrodomésticos","39.60"
"2453","Cashback en compras con tarjeta de crédito","47.73"
"2454","Rebaja en productos de limpieza","11.40"
"2455","2x1 en productos seleccionados","7.36"
"2456","2x1 en productos seleccionados","23.19"
"2457","Rebaja en productos de limpieza","20.02"
"2458","Descuento en productos de hogar","11.15"
"2459","Descuento por primera compra","38.42"
"2460","Oferta especial en tecnología","20.66"
"2461","Descuento en electrodomésticos","41.57"
"2462","2x1 en productos seleccionados","42.90"
"2463","Oferta relámpago en bebidas y licores","20.28"
"2464","Promoción de verano","18.81"
"2465","Cashback en compras con tarjeta de crédito","33.65"
"2466","Descuento por compra mayor a S/100","29.93"
"2467","Descuento exclusivo para clientes premium","37.19"
"2468","Descuento en alimentos congelados","7.15"
"2469","Descuento en alimentos congelados","23.90"
"2470","Oferta especial en tecnología","41.90"
"2471","2x1 en productos seleccionados","38.84"
"2472","Promoción de verano","38.10"
"2473","Descuento en electrodomésticos","17.35"
"2474","Oferta especial en tecnología","12.71"
"2475","Descuento en productos de belleza y cuidado personal","9.42"
"2476","Descuento exclusivo para clientes premium","11.94"
"2477","Descuento exclusivo para clientes premium","30.14"
"2478","Promoción de regreso a clases","19.66"
"2479","Promoción exclusiva para tarjetas OH","42.20"
"2480","Promoción exclusiva para tarjetas OH","28.38"
"2481","Promoción de regreso a clases","27.63"
"2482","2x1 en productos seleccionados","37.39"
"2483","Promoción de verano","20.37"
"2484","Descuento en productos de belleza y cuidado personal","22.02"
"2485","Promoción exclusiva para tarjetas OH","37.61"
"2486","Descuento en alimentos congelados","31.28"
"2487","Descuento por compra mayor a S/100","12.67"
"2488","Oferta especial en tecnología","24.46"
"2489","Descuento en productos de belleza y cuidado personal","47.42"
"2490","Descuento en productos de belleza y cuidado personal","28.89"
"2491","Descuento en productos de belleza y cuidado personal","17.72"
"2492","Descuento por compra mayor a S/100","20.58"
"2493","Descuento en productos de hogar","49.44"
"2494","Descuento en alimentos congelados","43.72"
"2495","Promoción de verano","44.82"
"2496","2x1 en productos seleccionados","32.14"
"2497","Oferta especial en tecnología","25.37"
"2498","Descuento exclusivo para clientes premium","10.69"
"2499","Descuento exclusivo para clientes premium","5.15"
"2500","Oferta especial en tecnología","29.34"
"2501","Descuento por compra mayor a S/100","18.93"
"2502","Promoción de verano","31.70"
"2503","Promoción de verano","27.31"
"2504","Oferta especial en tecnología","9.33"
"2505","Descuento por compra mayor a S/100","8.07"
"2506","2x1 en productos seleccionados","42.81"
"2507","Oferta especial en tecnología","23.69"
"2508","Promoción exclusiva para tarjetas OH","9.65"
"2509","Oferta especial en tecnología","41.45"
"2510","Promoción exclusiva para tarjetas OH","8.43"
"2511","Promoción exclusiva para tarjetas OH","15.03"
"2512","Oferta relámpago en bebidas y licores","42.73"
"2513","Oferta relámpago en bebidas y licores","15.49"
"2514","Descuento en productos de hogar","19.87"
"2515","Rebaja en productos de limpieza","37.91"
"2516","Descuento por compra mayor a S/100","40.66"
"2517","Descuento en electrodomésticos","46.34"
"2518","Promoción de verano","41.85"
"2519","Rebaja en productos de limpieza","49.51"
"2520","Promoción de verano","5.81"
"2521","Descuento en alimentos congelados","26.43"
"2522","Descuento en productos de hogar","48.06"
"2523","Descuento por compra mayor a S/100","33.85"
"2524","Oferta especial en tecnología","16.81"
"2525","Descuento en productos de hogar","28.54"
"2526","2x1 en productos seleccionados","40.43"
"2527","Descuento en productos de belleza y cuidado personal","31.18"
"2528","Descuento exclusivo para clientes premium","32.22"
"2529","Cashback en compras con tarjeta de crédito","30.10"
"2530","Descuento por primera compra","25.86"
"2531","Oferta relámpago en bebidas y licores","10.09"
"2532","Descuento en alimentos congelados","6.33"
"2533","Descuento por compra mayor a S/100","12.66"
"2534","Promoción de verano","45.59"
"2535","Rebaja en productos de limpieza","15.12"
"2536","Descuento por compra mayor a S/100","6.39"
"2537","Rebaja en productos de limpieza","37.03"
"2538","Descuento exclusivo para clientes premium","18.56"
"2539","Promoción de regreso a clases","45.67"
"2540","Descuento en alimentos congelados","49.06"
"2541","2x1 en productos seleccionados","8.21"
"2542","Cashback en compras con tarjeta de crédito","18.03"
"2543","Promoción de verano","9.76"
"2544","2x1 en productos seleccionados","44.77"
"2545","Promoción de verano","47.80"
"2546","Descuento en alimentos congelados","31.50"
"2547","Descuento en alimentos congelados","47.66"
"2548","Descuento por primera compra","32.74"
"2549","Descuento en productos de belleza y cuidado personal","7.10"
"2550","Promoción de regreso a clases","37.48"
"2551","2x1 en productos seleccionados","43.57"
"2552","Oferta relámpago en bebidas y licores","25.20"
"2553","Descuento por compra mayor a S/100","19.45"
"2554","Descuento en productos de hogar","33.08"
"2555","Descuento en electrodomésticos","17.36"
"2556","Promoción de verano","48.07"
"2557","Descuento en productos de belleza y cuidado personal","47.69"
"2558","Promoción exclusiva para tarjetas OH","22.55"
"2559","Oferta relámpago en bebidas y licores","27.38"
"2560","Cashback en compras con tarjeta de crédito","34.36"
"2561","Promoción de verano","42.61"
"2562","Descuento en electrodomésticos","31.82"
"2563","Descuento en alimentos congelados","14.66"
"2564","Descuento por compra mayor a S/100","11.77"
"2565","Descuento exclusivo para clientes premium","38.82"
"2566","Descuento por compra mayor a S/100","31.38"
"2567","Promoción de regreso a clases","8.49"
"2568","Promoción de verano","27.64"
"2569","Descuento en productos de hogar","45.32"
"2570","Descuento en alimentos congelados","11.00"
"2571","Descuento en productos de hogar","17.50"
"2572","Descuento en productos de belleza y cuidado personal","48.82"
"2573","Promoción de verano","31.83"
"2574","Oferta especial en tecnología","21.62"
"2575","Descuento en productos de hogar","7.91"
"2576","Descuento en productos de hogar","15.83"
"2577","2x1 en productos seleccionados","33.41"
"2578","Promoción exclusiva para tarjetas OH","30.71"
"2579","Descuento en alimentos congelados","8.28"
"2580","Descuento en productos de belleza y cuidado personal","41.20"
"2581","Descuento en electrodomésticos","29.56"
"2582","Descuento en productos de hogar","21.06"
"2583","Descuento en electrodomésticos","44.80"
"2584","2x1 en productos seleccionados","49.66"
"2585","Descuento exclusivo para clientes premium","32.85"
"2586","Promoción de regreso a clases","36.85"
"2587","Descuento en alimentos congelados","36.44"
"2588","Promoción de regreso a clases","6.44"
"2589","Descuento por primera compra","32.20"
"2590","Oferta relámpago en bebidas y licores","27.75"
"2591","Descuento exclusivo para clientes premium","9.36"
"2592","Descuento por primera compra","7.24"
"2593","Descuento por primera compra","47.44"
"2594","Descuento en productos de hogar","43.34"
"2595","Descuento exclusivo para clientes premium","37.03"
"2596","Cashback en compras con tarjeta de crédito","22.78"
"2597","Descuento en alimentos congelados","24.67"
"2598","Descuento en alimentos congelados","40.09"
"2599","Descuento por compra mayor a S/100","26.36"
"2600","Promoción de regreso a clases","22.83"
"2601","Cashback en compras con tarjeta de crédito","12.68"
"2602","Descuento en productos de belleza y cuidado personal","45.34"
"2603","Descuento en productos de belleza y cuidado personal","31.89"
"2604","Descuento exclusivo para clientes premium","44.33"
"2605","Rebaja en productos de limpieza","44.46"
"2606","2x1 en productos seleccionados","39.14"
"2607","Descuento exclusivo para clientes premium","22.72"
"2608","Cashback en compras con tarjeta de crédito","24.66"
"2609","Promoción de regreso a clases","45.69"
"2610","Descuento en electrodomésticos","9.05"
"2611","Rebaja en productos de limpieza","26.39"
"2612","Promoción de regreso a clases","32.96"
"2613","Promoción exclusiva para tarjetas OH","21.55"
"2614","Oferta relámpago en bebidas y licores","17.41"
"2615","Descuento en alimentos congelados","21.52"
"2616","Cashback en compras con tarjeta de crédito","6.70"
"2617","Cashback en compras con tarjeta de crédito","17.90"
"2618","Descuento en electrodomésticos","24.53"
"2619","Oferta relámpago en bebidas y licores","8.10"
"2620","Promoción exclusiva para tarjetas OH","27.55"
"2621","Descuento por compra mayor a S/100","24.57"
"2622","Promoción de regreso a clases","22.41"
"2623","Promoción exclusiva para tarjetas OH","35.76"
"2624","Promoción de regreso a clases","36.04"
"2625","Descuento por primera compra","25.86"
"2626","Cashback en compras con tarjeta de crédito","34.24"
"2627","Promoción exclusiva para tarjetas OH","42.03"
"2628","Descuento exclusivo para clientes premium","30.59"
"2629","Descuento en alimentos congelados","42.67"
"2630","Descuento por primera compra","8.19"
"2631","Promoción de verano","21.09"
"2632","Cashback en compras con tarjeta de crédito","46.73"
"2633","Cashback en compras con tarjeta de crédito","49.88"
"2634","Promoción exclusiva para tarjetas OH","12.10"
"2635","Descuento por compra mayor a S/100","18.24"
"2636","Descuento por compra mayor a S/100","48.74"
"2637","Cashback en compras con tarjeta de crédito","46.04"
"2638","Promoción de regreso a clases","47.42"
"2639","Oferta especial en tecnología","7.44"
"2640","Oferta relámpago en bebidas y licores","15.40"
"2641","Promoción de verano","7.39"
"2642","Descuento en productos de hogar","47.99"
"2643","2x1 en productos seleccionados","12.27"
"2644","Descuento en productos de hogar","21.66"
"2645","2x1 en productos seleccionados","18.28"
"2646","Promoción de regreso a clases","19.58"
"2647","Descuento en productos de hogar","41.69"
"2648","2x1 en productos seleccionados","18.61"
"2649","Descuento en productos de belleza y cuidado personal","30.59"
"2650","Descuento en electrodomésticos","32.96"
"2651","Descuento en productos de hogar","28.55"
"2652","Descuento por primera compra","39.77"
"2653","Descuento por primera compra","49.74"
"2654","Descuento en productos de belleza y cuidado personal","22.81"
"2655","Descuento en alimentos congelados","43.81"
"2656","Promoción de regreso a clases","36.67"
"2657","Promoción de regreso a clases","45.13"
"2658","Descuento por compra mayor a S/100","14.87"
"2659","Promoción de regreso a clases","28.35"
"2660","Descuento por primera compra","16.79"
"2661","Promoción de verano","15.91"
"2662","Oferta relámpago en bebidas y licores","24.98"
"2663","Descuento por primera compra","19.64"
"2664","Descuento en alimentos congelados","5.99"
"2665","Oferta especial en tecnología","34.12"
"2666","Descuento por compra mayor a S/100","39.78"
"2667","Cashback en compras con tarjeta de crédito","44.32"
"2668","Descuento en alimentos congelados","16.18"
"2669","Promoción exclusiva para tarjetas OH","20.57"
"2670","Descuento por primera compra","23.16"
"2671","Promoción de regreso a clases","48.29"
"2672","Rebaja en productos de limpieza","45.87"
"2673","Promoción de regreso a clases","38.71"
"2674","Promoción de verano","32.27"
"2675","Oferta especial en tecnología","30.34"
"2676","Descuento en alimentos congelados","46.81"
"2677","Oferta especial en tecnología","34.68"
"2678","Descuento por compra mayor a S/100","32.79"
"2679","Rebaja en productos de limpieza","45.28"
"2680","Descuento en productos de hogar","39.19"
"2681","Rebaja en productos de limpieza","32.48"
"2682","Cashback en compras con tarjeta de crédito","15.54"
"2683","Descuento por compra mayor a S/100","49.33"
"2684","Rebaja en productos de limpieza","25.78"
"2685","Rebaja en productos de limpieza","14.72"
"2686","Promoción exclusiva para tarjetas OH","20.48"
"2687","Cashback en compras con tarjeta de crédito","23.40"
"2688","Oferta relámpago en bebidas y licores","23.00"
"2689","Descuento en productos de belleza y cuidado personal","21.20"
"2690","Descuento por compra mayor a S/100","5.31"
"2691","Promoción de regreso a clases","39.87"
"2692","Descuento por primera compra","34.73"
"2693","Descuento en electrodomésticos","15.79"
"2694","Rebaja en productos de limpieza","42.47"
"2695","Descuento en alimentos congelados","10.34"
"2696","Promoción de regreso a clases","43.64"
"2697","Descuento por primera compra","13.36"
"2698","Descuento por primera compra","21.33"
"2699","Promoción de regreso a clases","8.00"
"2700","Descuento por primera compra","21.22"
"2701","Descuento por compra mayor a S/100","42.02"
"2702","Descuento por compra mayor a S/100","20.45"
"2703","Descuento por compra mayor a S/100","6.82"
"2704","Cashback en compras con tarjeta de crédito","28.82"
"2705","Descuento en productos de belleza y cuidado personal","45.61"
"2706","Oferta especial en tecnología","8.17"
"2707","Oferta especial en tecnología","22.59"
"2708","Promoción exclusiva para tarjetas OH","13.53"
"2709","Descuento en productos de hogar","37.33"
"2710","Promoción de regreso a clases","43.82"
"2711","Oferta relámpago en bebidas y licores","45.90"
"2712","Oferta especial en tecnología","32.07"
"2713","Oferta relámpago en bebidas y licores","39.21"
"2714","Descuento por compra mayor a S/100","28.29"
"2715","Descuento exclusivo para clientes premium","20.34"
"2716","Descuento por primera compra","38.49"
"2717","Descuento exclusivo para clientes premium","21.94"
"2718","Descuento en productos de hogar","20.53"
"2719","Descuento por primera compra","29.72"
"2720","Descuento en productos de hogar","32.05"
"2721","Descuento en electrodomésticos","49.97"
"2722","Descuento en alimentos congelados","11.01"
"2723","Promoción exclusiva para tarjetas OH","43.49"
"2724","Descuento exclusivo para clientes premium","34.42"
"2725","Cashback en compras con tarjeta de crédito","29.31"
"2726","Descuento en productos de hogar","41.43"
"2727","Oferta relámpago en bebidas y licores","20.97"
"2728","Promoción de verano","5.23"
"2729","2x1 en productos seleccionados","27.00"
"2730","Promoción de verano","7.45"
"2731","Promoción de regreso a clases","9.09"
"2732","Descuento por compra mayor a S/100","28.66"
"2733","Oferta especial en tecnología","15.18"
"2734","Promoción de verano","5.87"
"2735","2x1 en productos seleccionados","37.64"
"2736","Descuento en productos de belleza y cuidado personal","38.79"
"2737","Promoción de regreso a clases","35.14"
"2738","Descuento exclusivo para clientes premium","49.03"
"2739","Cashback en compras con tarjeta de crédito","31.56"
"2740","Descuento por primera compra","10.62"
"2741","Rebaja en productos de limpieza","46.78"
"2742","Descuento en electrodomésticos","38.53"
"2743","Descuento exclusivo para clientes premium","37.88"
"2744","Rebaja en productos de limpieza","18.99"
"2745","Cashback en compras con tarjeta de crédito","45.18"
"2746","Descuento en electrodomésticos","7.06"
"2747","Descuento en alimentos congelados","38.74"
"2748","Oferta especial en tecnología","48.11"
"2749","Promoción exclusiva para tarjetas OH","47.44"
"2750","Descuento en electrodomésticos","35.06"
"2751","Rebaja en productos de limpieza","35.79"
"2752","Descuento en productos de belleza y cuidado personal","31.83"
"2753","Promoción exclusiva para tarjetas OH","14.82"
"2754","Descuento por compra mayor a S/100","29.71"
"2755","Promoción de regreso a clases","19.23"
"2756","Promoción de verano","33.64"
"2757","2x1 en productos seleccionados","9.54"
"2758","Promoción exclusiva para tarjetas OH","34.28"
"2759","Descuento en electrodomésticos","15.89"
"2760","2x1 en productos seleccionados","33.81"
"2761","Oferta especial en tecnología","20.08"
"2762","Descuento por primera compra","29.52"
"2763","Rebaja en productos de limpieza","40.88"
"2764","Oferta especial en tecnología","45.05"
"2765","Descuento por primera compra","10.01"
"2766","Rebaja en productos de limpieza","27.06"
"2767","Promoción exclusiva para tarjetas OH","49.37"
"2768","Rebaja en productos de limpieza","40.91"
"2769","Promoción de verano","36.94"
"2770","Descuento exclusivo para clientes premium","42.20"
"2771","Rebaja en productos de limpieza","46.48"
"2772","Cashback en compras con tarjeta de crédito","39.56"
"2773","Descuento por compra mayor a S/100","9.01"
"2774","Descuento por primera compra","22.21"
"2775","Descuento en productos de belleza y cuidado personal","19.35"
"2776","Descuento por primera compra","33.93"
"2777","Promoción exclusiva para tarjetas OH","25.61"
"2778","Descuento por primera compra","7.64"
"2779","Promoción exclusiva para tarjetas OH","44.11"
"2780","Descuento en alimentos congelados","11.88"
"2781","Oferta relámpago en bebidas y licores","49.74"
"2782","Cashback en compras con tarjeta de crédito","18.91"
"2783","Descuento en productos de belleza y cuidado personal","46.10"
"2784","Promoción de verano","47.80"
"2785","Cashback en compras con tarjeta de crédito","14.04"
"2786","Descuento exclusivo para clientes premium","44.80"
"2787","Cashback en compras con tarjeta de crédito","5.69"
"2788","Descuento por primera compra","11.38"
"2789","Descuento en productos de hogar","26.99"
"2790","Oferta relámpago en bebidas y licores","40.77"
"2791","Descuento en productos de hogar","17.41"
"2792","Cashback en compras con tarjeta de crédito","32.36"
"2793","Descuento en productos de belleza y cuidado personal","48.91"
"2794","Promoción de verano","43.53"
"2795","Oferta especial en tecnología","12.10"
"2796","Oferta especial en tecnología","18.89"
"2797","Descuento en productos de hogar","6.19"
"2798","Promoción exclusiva para tarjetas OH","30.51"
"2799","Descuento en productos de belleza y cuidado personal","19.46"
"2800","Descuento en electrodomésticos","47.51"
"2801","Descuento en productos de belleza y cuidado personal","40.67"
"2802","Descuento en productos de hogar","17.91"
"2803","Descuento en productos de belleza y cuidado personal","32.19"
"2804","Descuento en alimentos congelados","41.78"
"2805","Descuento en productos de belleza y cuidado personal","38.38"
"2806","2x1 en productos seleccionados","26.26"
"2807","Promoción de regreso a clases","17.45"
"2808","Descuento en productos de belleza y cuidado personal","9.23"
"2809","Oferta relámpago en bebidas y licores","9.54"
"2810","2x1 en productos seleccionados","27.60"
"2811","2x1 en productos seleccionados","33.21"
"2812","Descuento en productos de belleza y cuidado personal","43.96"
"2813","Descuento en electrodomésticos","37.12"
