"id_pago","metodo","monto","fecha_pago"
"1428","Tarjeta de Crédito","198.58","2025-02-13"
"1429","Transferencia Bancaria","336.23","2024-04-19"
"1430","Transferencia Bancaria","295.88","2024-12-04"
"1431","Transferencia Bancaria","454.74","2024-11-07"
"1432","Transferencia Bancaria","142.14","2024-11-11"
"1433","Transferencia Bancaria","320.39","2024-08-24"
"1434","Transferencia Bancaria","70.21","2024-05-11"
"1435","Transferencia Bancaria","495.44","2024-05-15"
"1436","Transferencia Bancaria","291.06","2024-11-07"
"1437","Tarjeta de Débito","194.62","2024-09-30"
"1438","Transferencia Bancaria","472.97","2024-03-31"
"1439","Transferencia Bancaria","31.53","2025-01-03"
"1440","Tarjeta de Crédito","304.26","2024-10-15"
"1441","Transferencia Bancaria","193.57","2024-06-06"
"1442","Transferencia Bancaria","432.94","2024-09-05"
"1443","Transferencia Bancaria","52.77","2024-04-23"
"1444","Transferencia Bancaria","293.94","2025-02-27"
"1445","Tarjeta de Crédito","189.76","2024-10-06"
"1446","Tarjeta de Crédito","201.13","2024-04-04"
"1447","Tarjeta de Débito","158.05","2024-05-05"
"1448","Efectivo","245.89","2024-10-03"
"1449","Tarjeta de Crédito","24.31","2024-06-21"
"1450","Tarjeta de Crédito","269.08","2024-05-08"
"1451","Tarjeta de Débito","350.21","2024-06-08"
"1452","Transferencia Bancaria","447.53","2024-09-15"
"1453","Efectivo","223.97","2024-04-10"
"1454","Tarjeta de Débito","271.40","2024-04-21"
"1455","Tarjeta de Crédito","386.58","2025-03-17"
"1456","Transferencia Bancaria","428.08","2024-05-31"
"1457","Transferencia Bancaria","82.64","2025-01-21"
"1458","Transferencia Bancaria","113.75","2024-11-16"
"1459","Efectivo","107.96","2024-10-13"
"1460","Tarjeta de Crédito","297.07","2024-12-05"
"1461","Tarjeta de Crédito","252.02","2024-04-01"
"1462","Transferencia Bancaria","497.49","2024-07-28"
"1463","Transferencia Bancaria","112.90","2025-01-17"
"1464","Transferencia Bancaria","152.27","2024-05-26"
"1465","Transferencia Bancaria","134.41","2024-06-04"
"1466","Transferencia Bancaria","447.39","2024-07-19"
"1467","Efectivo","67.78","2025-03-13"
"1468","Transferencia Bancaria","361.07","2024-09-10"
"1469","Tarjeta de Débito","471.56","2024-10-04"
"1470","Tarjeta de Crédito","423.08","2025-02-05"
"1471","Tarjeta de Débito","55.42","2024-05-18"
"1472","Efectivo","134.62","2024-09-16"
"1473","Tarjeta de Débito","122.12","2024-12-24"
"1474","Tarjeta de Crédito","263.13","2024-09-13"
"1475","Transferencia Bancaria","182.57","2024-10-30"
"1476","Transferencia Bancaria","347.54","2024-06-30"
"1477","Tarjeta de Crédito","394.50","2024-06-09"
"1478","Tarjeta de Crédito","73.29","2024-04-18"
"1479","Tarjeta de Crédito","130.40","2024-07-31"
"1480","Efectivo","54.30","2024-06-05"
"1481","Tarjeta de Débito","167.38","2025-01-10"
"1482","Transferencia Bancaria","399.67","2024-08-23"
"1483","Transferencia Bancaria","350.12","2024-12-17"
"1484","Transferencia Bancaria","189.20","2024-11-19"
"1485","Transferencia Bancaria","270.29","2024-08-21"
"1486","Tarjeta de Débito","113.47","2024-07-25"
"1487","Efectivo","227.12","2024-05-28"
"1488","Transferencia Bancaria","321.64","2024-04-11"
"1489","Efectivo","382.03","2024-07-24"
"1490","Tarjeta de Crédito","465.99","2024-09-10"
"1491","Tarjeta de Débito","104.08","2025-03-20"
"1492","Tarjeta de Crédito","391.20","2024-04-25"
"1493","Efectivo","91.02","2024-10-26"
"1494","Tarjeta de Crédito","453.13","2024-04-25"
"1495","Efectivo","455.88","2024-11-08"
"1496","Tarjeta de Débito","156.54","2024-05-10"
"1497","Tarjeta de Crédito","307.97","2025-03-20"
"1498","Tarjeta de Crédito","235.02","2024-04-26"
"1499","Tarjeta de Débito","253.07","2024-07-28"
"1500","Transferencia Bancaria","233.87","2025-01-25"
"1501","Tarjeta de Débito","487.47","2024-05-19"
"1502","Transferencia Bancaria","300.43","2025-01-07"
"1503","Transferencia Bancaria","434.46","2024-11-02"
"1504","Transferencia Bancaria","422.61","2024-12-12"
"1505","Transferencia Bancaria","115.93","2024-12-19"
"1506","Tarjeta de Débito","158.83","2024-05-01"
"1507","Transferencia Bancaria","196.37","2024-09-27"
"1508","Tarjeta de Crédito","100.54","2024-09-23"
"1509","Efectivo","364.16","2025-01-07"
"1510","Transferencia Bancaria","49.75","2025-03-07"
"1511","Transferencia Bancaria","36.29","2024-10-24"
"1512","Transferencia Bancaria","438.65","2025-02-19"
"1513","Transferencia Bancaria","244.22","2024-10-03"
"1514","Tarjeta de Crédito","461.54","2025-02-03"
"1515","Efectivo","295.09","2024-05-20"
"1516","Efectivo","101.35","2025-02-23"
"1517","Transferencia Bancaria","32.11","2024-10-24"
"1518","Transferencia Bancaria","191.99","2024-08-06"
"1519","Efectivo","39.09","2024-05-14"
"1520","Transferencia Bancaria","55.48","2024-06-17"
"1521","Transferencia Bancaria","79.97","2024-03-31"
"1522","Tarjeta de Crédito","99.49","2024-12-08"
"1523","Tarjeta de Crédito","157.83","2024-10-31"
"1524","Tarjeta de Débito","477.39","2024-06-09"
"1525","Transferencia Bancaria","475.03","2024-08-17"
"1526","Transferencia Bancaria","101.67","2024-11-06"
"1527","Transferencia Bancaria","428.99","2024-07-17"
"1528","Transferencia Bancaria","85.21","2024-12-17"
"1529","Tarjeta de Crédito","466.62","2024-06-30"
"1530","Transferencia Bancaria","393.35","2024-08-29"
"1531","Tarjeta de Débito","21.47","2025-03-13"
"1532","Tarjeta de Crédito","197.86","2025-01-24"
"1533","Transferencia Bancaria","405.52","2024-07-05"
"1534","Tarjeta de Crédito","152.03","2024-04-18"
"1535","Transferencia Bancaria","101.47","2025-02-02"
"1536","Tarjeta de Débito","14.44","2024-12-30"
"1537","Tarjeta de Débito","244.89","2024-08-20"
"1538","Tarjeta de Crédito","156.24","2024-10-20"
"1539","Tarjeta de Crédito","441.38","2025-02-02"
"1540","Tarjeta de Débito","423.05","2024-06-14"
"1541","Transferencia Bancaria","142.66","2025-01-02"
"1542","Transferencia Bancaria","81.38","2024-08-12"
"1543","Tarjeta de Débito","352.52","2024-06-30"
"1544","Tarjeta de Débito","142.42","2024-04-13"
"1545","Tarjeta de Crédito","429.18","2024-08-20"
"1546","Tarjeta de Débito","350.53","2024-11-14"
"1547","Transferencia Bancaria","149.60","2024-07-25"
"1548","Transferencia Bancaria","74.96","2024-10-14"
"1549","Tarjeta de Crédito","71.54","2024-10-27"
"1550","Tarjeta de Crédito","14.11","2024-12-04"
"1551","Tarjeta de Débito","243.49","2024-10-07"
"1552","Efectivo","462.86","2024-09-24"
"1553","Tarjeta de Crédito","89.84","2025-01-11"
"1554","Transferencia Bancaria","323.90","2024-12-31"
"1555","Transferencia Bancaria","279.57","2024-04-16"
"1556","Tarjeta de Débito","474.28","2025-02-11"
"1557","Transferencia Bancaria","141.22","2024-07-23"
"1558","Transferencia Bancaria","224.47","2024-07-30"
"1559","Transferencia Bancaria","197.92","2025-01-09"
"1560","Transferencia Bancaria","382.60","2025-03-16"
"1561","Transferencia Bancaria","335.06","2024-10-11"
"1562","Transferencia Bancaria","14.43","2025-01-18"
"1563","Tarjeta de Crédito","251.59","2025-03-12"
"1564","Transferencia Bancaria","479.47","2024-08-21"
"1565","Tarjeta de Crédito","217.51","2024-04-12"
"1566","Tarjeta de Débito","209.76","2024-12-14"
"1567","Transferencia Bancaria","470.74","2024-06-07"
"1568","Efectivo","240.53","2024-10-24"
"1569","Transferencia Bancaria","407.42","2025-02-07"
"1570","Tarjeta de Débito","158.09","2024-05-05"
"1571","Tarjeta de Débito","269.92","2024-06-05"
"1572","Tarjeta de Débito","469.92","2024-06-07"
"1573","Efectivo","227.60","2024-12-13"
"1574","Tarjeta de Débito","94.89","2024-08-18"
"1575","Transferencia Bancaria","333.20","2024-07-19"
"1576","Transferencia Bancaria","148.74","2024-06-06"
"1577","Transferencia Bancaria","319.54","2024-05-13"
"1578","Transferencia Bancaria","31.13","2024-03-28"
"1579","Transferencia Bancaria","433.64","2024-12-28"
"1580","Tarjeta de Débito","120.09","2024-07-24"
"1581","Transferencia Bancaria","17.59","2024-05-09"
"1582","Transferencia Bancaria","158.80","2024-11-06"
"1583","Tarjeta de Crédito","372.11","2024-08-02"
"1584","Tarjeta de Débito","289.96","2025-03-04"
"1585","Transferencia Bancaria","312.14","2024-03-27"
"1586","Transferencia Bancaria","306.13","2025-01-23"
"1587","Transferencia Bancaria","268.41","2024-04-26"
"1588","Tarjeta de Débito","79.92","2024-11-01"
"1589","Efectivo","199.22","2025-03-17"
"1590","Transferencia Bancaria","296.51","2025-02-13"
"1591","Transferencia Bancaria","137.78","2024-09-10"
"1592","Tarjeta de Débito","16.63","2025-03-16"
"1593","Tarjeta de Crédito","240.89","2024-07-12"
"1594","Transferencia Bancaria","307.43","2024-10-20"
"1595","Tarjeta de Crédito","452.14","2024-11-20"
"1596","Transferencia Bancaria","62.80","2025-01-18"
"1597","Tarjeta de Crédito","107.50","2024-06-12"
"1598","Transferencia Bancaria","197.18","2024-07-05"
"1599","Transferencia Bancaria","202.02","2025-02-04"
"1600","Efectivo","264.03","2024-06-28"
"1601","Transferencia Bancaria","466.86","2024-07-12"
"1602","Tarjeta de Débito","378.95","2025-01-27"
"1603","Transferencia Bancaria","144.27","2024-07-01"
"1604","Tarjeta de Débito","103.65","2025-01-17"
"1605","Tarjeta de Crédito","367.09","2024-10-31"
"1606","Transferencia Bancaria","82.24","2025-03-15"
"1607","Tarjeta de Débito","52.71","2025-03-11"
"1608","Transferencia Bancaria","221.43","2024-08-03"
"1609","Transferencia Bancaria","190.82","2024-07-08"
"1610","Transferencia Bancaria","420.31","2024-09-06"
"1611","Transferencia Bancaria","233.39","2024-05-19"
"1612","Tarjeta de Crédito","343.47","2024-04-30"
"1613","Transferencia Bancaria","358.56","2025-03-06"
"1614","Tarjeta de Débito","378.67","2025-02-26"
"1615","Tarjeta de Crédito","361.00","2025-02-06"
"1616","Tarjeta de Crédito","216.32","2024-11-04"
"1617","Transferencia Bancaria","248.52","2025-01-26"
"1618","Tarjeta de Crédito","97.10","2024-06-24"
"1619","Transferencia Bancaria","91.52","2024-06-14"
"1620","Transferencia Bancaria","345.70","2024-09-20"
"1621","Efectivo","475.17","2024-07-18"
"1622","Transferencia Bancaria","345.91","2024-05-13"
"1623","Transferencia Bancaria","474.92","2024-10-25"
"1624","Tarjeta de Débito","385.44","2025-03-16"
"1625","Tarjeta de Débito","475.08","2025-01-05"
"1626","Efectivo","25.75","2024-07-28"
"1627","Transferencia Bancaria","292.78","2024-12-20"
"1628","Transferencia Bancaria","363.12","2024-07-03"
"1629","Tarjeta de Crédito","243.68","2024-08-12"
"1630","Efectivo","182.83","2025-03-08"
"1631","Tarjeta de Crédito","10.73","2024-12-10"
"1632","Transferencia Bancaria","498.31","2024-07-04"
"1633","Tarjeta de Débito","448.02","2024-06-06"
"1634","Efectivo","387.87","2025-01-03"
"1635","Transferencia Bancaria","11.70","2024-11-04"
"1636","Efectivo","463.55","2024-05-22"
"1637","Efectivo","487.28","2025-01-11"
"1638","Efectivo","419.59","2024-09-02"
"1639","Tarjeta de Débito","339.62","2024-04-12"
"1640","Tarjeta de Crédito","267.85","2025-03-11"
"1641","Tarjeta de Débito","474.70","2024-05-12"
"1642","Tarjeta de Débito","378.18","2025-01-28"
"1643","Transferencia Bancaria","205.33","2025-03-23"
"1644","Tarjeta de Crédito","374.37","2024-06-27"
"1645","Tarjeta de Crédito","161.56","2025-01-07"
"1646","Tarjeta de Crédito","21.88","2024-06-08"
"1647","Transferencia Bancaria","410.28","2024-07-03"
"1648","Transferencia Bancaria","449.94","2024-09-26"
"1649","Tarjeta de Crédito","404.05","2024-11-13"
"1650","Tarjeta de Crédito","156.65","2024-06-05"
"1651","Tarjeta de Débito","138.34","2024-10-31"
"1652","Tarjeta de Crédito","192.29","2024-12-26"
"1653","Transferencia Bancaria","56.71","2024-09-23"
"1654","Efectivo","188.56","2024-05-27"
"1655","Efectivo","469.91","2024-06-29"
"1656","Transferencia Bancaria","89.43","2025-02-14"
"1657","Tarjeta de Débito","80.23","2024-05-26"
"1658","Tarjeta de Crédito","471.59","2024-05-05"
"1659","Tarjeta de Crédito","127.70","2024-05-10"
"1660","Efectivo","316.58","2024-05-27"
"1661","Transferencia Bancaria","273.93","2024-09-18"
"1662","Transferencia Bancaria","126.77","2024-12-23"
"1663","Transferencia Bancaria","260.44","2024-06-20"
"1664","Efectivo","192.30","2024-11-05"
"1665","Tarjeta de Crédito","444.16","2024-07-25"
"1666","Tarjeta de Débito","106.51","2024-09-09"
"1667","Tarjeta de Débito","323.31","2024-09-06"
"1668","Transferencia Bancaria","473.11","2024-10-02"
"1669","Transferencia Bancaria","334.45","2025-01-22"
"1670","Tarjeta de Débito","318.26","2024-06-06"
"1671","Transferencia Bancaria","187.14","2024-11-17"
"1672","Tarjeta de Débito","10.39","2024-08-29"
"1673","Transferencia Bancaria","146.41","2024-04-01"
"1674","Efectivo","88.31","2024-11-29"
"1675","Tarjeta de Crédito","213.49","2024-04-14"
"1676","Transferencia Bancaria","38.87","2024-11-08"
"1677","Tarjeta de Débito","422.67","2025-01-23"
"1678","Tarjeta de Débito","103.96","2024-09-24"
"1679","Tarjeta de Crédito","175.90","2025-01-25"
"1680","Tarjeta de Crédito","228.95","2024-08-10"
"1681","Tarjeta de Crédito","36.79","2024-10-27"
"1682","Transferencia Bancaria","76.62","2025-01-13"
"1683","Efectivo","203.44","2024-04-09"
"1684","Transferencia Bancaria","404.03","2024-09-04"
"1685","Efectivo","226.48","2024-05-16"
"1686","Tarjeta de Débito","470.05","2024-08-17"
"1687","Tarjeta de Crédito","495.35","2025-02-07"
"1688","Tarjeta de Crédito","59.56","2024-06-23"
"1689","Tarjeta de Débito","325.00","2024-04-19"
"1690","Tarjeta de Crédito","344.54","2024-06-25"
"1691","Transferencia Bancaria","242.16","2024-05-06"
"1692","Tarjeta de Crédito","201.27","2024-09-25"
"1693","Efectivo","386.35","2024-04-04"
"1694","Transferencia Bancaria","97.11","2024-11-01"
"1695","Tarjeta de Débito","422.25","2024-06-15"
"1696","Transferencia Bancaria","335.31","2024-05-09"
"1697","Tarjeta de Crédito","233.65","2024-09-09"
"1698","Efectivo","108.77","2025-01-12"
"1699","Tarjeta de Débito","382.34","2024-12-04"
"1700","Transferencia Bancaria","378.51","2025-02-09"
"1701","Transferencia Bancaria","113.63","2025-01-22"
"1702","Tarjeta de Débito","483.04","2025-02-03"
"1703","Transferencia Bancaria","75.23","2024-08-04"
"1704","Tarjeta de Débito","482.28","2024-05-31"
"1705","Transferencia Bancaria","207.30","2024-06-26"
"1706","Efectivo","229.69","2024-07-08"
"1707","Tarjeta de Crédito","441.73","2024-06-16"
"1708","Tarjeta de Crédito","58.94","2024-08-29"
"1709","Transferencia Bancaria","315.36","2024-07-09"
"1710","Transferencia Bancaria","351.52","2025-01-18"
"1711","Transferencia Bancaria","172.33","2024-07-28"
"1712","Tarjeta de Crédito","105.41","2025-02-15"
"1713","Transferencia Bancaria","470.43","2024-04-04"
"1714","Tarjeta de Débito","81.25","2025-02-11"
"1715","Transferencia Bancaria","302.89","2024-06-03"
"1716","Efectivo","46.58","2025-01-30"
"1717","Transferencia Bancaria","445.24","2024-08-22"
"1718","Transferencia Bancaria","165.96","2024-10-03"
"1719","Transferencia Bancaria","229.03","2024-08-01"
"1720","Tarjeta de Débito","403.70","2024-10-31"
"1721","Tarjeta de Débito","98.46","2024-12-11"
"1722","Tarjeta de Crédito","267.47","2024-09-07"
"1723","Transferencia Bancaria","100.35","2024-08-30"
"1724","Tarjeta de Débito","447.42","2024-12-09"
"1725","Tarjeta de Crédito","434.22","2024-10-04"
"1726","Transferencia Bancaria","227.82","2024-08-13"
"1727","Efectivo","74.66","2024-03-28"
"1728","Tarjeta de Débito","122.17","2024-06-13"
"1729","Transferencia Bancaria","137.40","2024-05-02"
"1730","Tarjeta de Débito","492.24","2024-09-16"
"1731","Efectivo","40.93","2025-03-05"
"1732","Transferencia Bancaria","425.19","2025-02-20"
"1733","Efectivo","263.98","2024-08-28"
"1734","Tarjeta de Crédito","307.73","2025-01-31"
"1735","Tarjeta de Débito","215.45","2024-08-30"
"1736","Transferencia Bancaria","467.68","2025-02-19"
"1737","Efectivo","155.29","2025-01-13"
"1738","Efectivo","139.72","2024-07-14"
"1739","Transferencia Bancaria","82.85","2025-02-09"
"1740","Tarjeta de Crédito","81.60","2025-03-12"
"1741","Tarjeta de Débito","199.29","2025-02-01"
"1742","Transferencia Bancaria","97.65","2024-11-01"
"1743","Efectivo","203.53","2024-10-07"
"1744","Transferencia Bancaria","188.73","2024-04-25"
"1745","Tarjeta de Crédito","277.66","2024-12-16"
"1746","Tarjeta de Débito","454.08","2024-08-31"
"1747","Transferencia Bancaria","61.74","2024-08-30"
"1748","Transferencia Bancaria","25.42","2024-07-27"
"1749","Transferencia Bancaria","249.07","2024-05-19"
"1750","Tarjeta de Débito","185.96","2024-06-14"
"1751","Transferencia Bancaria","111.73","2024-06-18"
"1752","Transferencia Bancaria","484.78","2024-05-01"
"1753","Tarjeta de Crédito","260.30","2024-12-04"
"1754","Tarjeta de Débito","486.05","2024-03-29"
"1755","Tarjeta de Crédito","415.38","2024-04-15"
"1756","Tarjeta de Crédito","103.69","2024-05-02"
"1757","Tarjeta de Crédito","399.72","2024-09-26"
"1758","Transferencia Bancaria","399.56","2024-08-19"
"1759","Transferencia Bancaria","282.43","2024-05-13"
"1760","Tarjeta de Crédito","387.77","2024-04-28"
"1761","Transferencia Bancaria","257.81","2025-01-18"
"1762","Transferencia Bancaria","45.84","2024-07-15"
"1763","Transferencia Bancaria","419.70","2024-04-20"
"1764","Transferencia Bancaria","93.61","2024-12-04"
"1765","Transferencia Bancaria","418.06","2024-09-10"
"1766","Efectivo","14.15","2024-06-14"
"1767","Tarjeta de Crédito","402.12","2024-05-11"
"1768","Tarjeta de Crédito","128.72","2025-02-22"
"1769","Efectivo","362.36","2024-04-05"
"1770","Tarjeta de Crédito","265.28","2024-06-26"
"1771","Transferencia Bancaria","60.88","2024-12-25"
"1772","Transferencia Bancaria","222.39","2024-04-16"
"1773","Efectivo","189.50","2024-10-21"
"1774","Transferencia Bancaria","261.09","2024-10-01"
"1775","Transferencia Bancaria","297.20","2025-03-10"
"1776","Transferencia Bancaria","264.41","2024-06-03"
"1777","Tarjeta de Débito","276.06","2024-04-23"
"1778","Transferencia Bancaria","360.23","2024-04-07"
"1779","Efectivo","276.75","2025-03-07"
"1780","Tarjeta de Crédito","164.82","2024-06-30"
"1781","Tarjeta de Crédito","167.88","2024-08-01"
"1782","Transferencia Bancaria","124.63","2025-01-09"
"1783","Efectivo","373.52","2025-03-07"
"1784","Transferencia Bancaria","72.43","2024-04-16"
"1785","Tarjeta de Crédito","30.29","2024-04-14"
"1786","Tarjeta de Crédito","411.42","2025-01-31"
"1787","Efectivo","239.62","2024-09-26"
"1788","Transferencia Bancaria","101.67","2024-05-03"
"1789","Transferencia Bancaria","350.61","2024-11-06"
"1790","Transferencia Bancaria","193.12","2024-11-20"
"1791","Tarjeta de Débito","450.57","2025-02-09"
"1792","Tarjeta de Crédito","437.52","2024-06-11"
"1793","Efectivo","220.72","2024-05-04"
"1794","Transferencia Bancaria","470.11","2024-09-01"
"1795","Tarjeta de Débito","34.17","2024-06-20"
"1796","Tarjeta de Débito","454.12","2024-05-13"
"1797","Tarjeta de Débito","448.03","2024-04-21"
"1798","Transferencia Bancaria","112.31","2024-07-22"
"1799","Transferencia Bancaria","379.31","2024-08-28"
"1800","Tarjeta de Crédito","293.47","2024-12-13"
"1801","Tarjeta de Crédito","375.63","2024-03-26"
"1802","Transferencia Bancaria","436.73","2025-01-17"
"1803","Transferencia Bancaria","361.53","2025-03-04"
"1804","Efectivo","132.47","2024-11-03"
"1805","Tarjeta de Crédito","44.35","2024-04-08"
"1806","Transferencia Bancaria","250.45","2024-05-15"
"1807","Tarjeta de Crédito","66.40","2024-08-01"
"1808","Efectivo","91.76","2024-08-02"
"1809","Transferencia Bancaria","428.54","2024-11-17"
"1810","Transferencia Bancaria","111.61","2024-11-03"
"1811","Efectivo","456.71","2024-04-14"
"1812","Transferencia Bancaria","161.65","2025-01-21"
"1813","Efectivo","250.37","2024-08-09"
"1814","Transferencia Bancaria","18.84","2024-08-10"
"1815","Efectivo","352.65","2025-01-05"
"1816","Tarjeta de Crédito","171.39","2024-09-14"
"1817","Efectivo","219.96","2024-06-19"
"1818","Tarjeta de Crédito","336.61","2024-12-01"
"1819","Transferencia Bancaria","113.20","2024-07-02"
"1820","Tarjeta de Crédito","134.24","2025-01-10"
"1821","Tarjeta de Crédito","216.65","2024-10-18"
"1822","Tarjeta de Crédito","239.60","2025-03-14"
"1823","Efectivo","150.47","2024-10-11"
"1824","Transferencia Bancaria","186.63","2024-12-08"
"1825","Transferencia Bancaria","42.62","2024-04-25"
"1826","Tarjeta de Crédito","61.02","2025-01-13"
"1827","Transferencia Bancaria","431.03","2024-10-19"
"1828","Tarjeta de Crédito","309.56","2024-06-04"
"1829","Tarjeta de Crédito","188.66","2024-12-28"
"1830","Transferencia Bancaria","154.91","2025-01-07"
"1831","Transferencia Bancaria","80.98","2024-04-04"
"1832","Efectivo","116.18","2024-04-18"
"1833","Transferencia Bancaria","254.09","2024-05-11"
"1834","Transferencia Bancaria","129.68","2024-08-14"
"1835","Tarjeta de Crédito","312.24","2024-06-26"
"1836","Transferencia Bancaria","482.15","2024-08-22"
"1837","Transferencia Bancaria","443.19","2024-07-31"
"1838","Efectivo","469.99","2024-11-16"
"1839","Transferencia Bancaria","429.50","2024-05-13"
"1840","Tarjeta de Débito","14.76","2024-04-16"
"1841","Transferencia Bancaria","134.06","2025-03-22"
"1842","Transferencia Bancaria","314.64","2024-04-25"
"1843","Transferencia Bancaria","59.93","2025-02-08"
"1844","Tarjeta de Crédito","336.14","2025-03-13"
"1845","Tarjeta de Crédito","264.05","2024-09-02"
"1846","Tarjeta de Débito","339.47","2024-05-21"
"1847","Efectivo","207.63","2024-08-30"
"1848","Transferencia Bancaria","215.87","2025-03-09"
"1849","Transferencia Bancaria","33.12","2024-05-16"
"1850","Tarjeta de Crédito","30.61","2024-09-28"
"1851","Efectivo","421.65","2024-06-09"
"1852","Efectivo","24.05","2025-02-19"
"1853","Transferencia Bancaria","254.81","2024-07-28"
"1854","Efectivo","197.65","2024-06-17"
"1855","Transferencia Bancaria","71.17","2025-03-15"
"1856","Transferencia Bancaria","106.34","2024-05-25"
"1857","Transferencia Bancaria","122.20","2024-11-22"
"1858","Tarjeta de Débito","90.46","2024-06-15"
"1859","Transferencia Bancaria","100.29","2024-10-29"
"1860","Efectivo","330.28","2024-10-26"
"1861","Tarjeta de Crédito","164.97","2024-12-25"
"1862","Tarjeta de Débito","314.27","2024-12-12"
"1863","Transferencia Bancaria","335.62","2024-11-18"
"1864","Tarjeta de Débito","371.36","2024-11-04"
"1865","Efectivo","165.06","2025-01-24"
"1866","Transferencia Bancaria","13.11","2024-07-17"
"1867","Tarjeta de Débito","53.97","2024-08-31"
"1868","Tarjeta de Débito","477.71","2024-07-21"
"1869","Tarjeta de Débito","239.90","2024-05-02"
"1870","Transferencia Bancaria","369.55","2024-12-30"
"1871","Transferencia Bancaria","217.67","2025-03-22"
"1872","Transferencia Bancaria","87.27","2024-09-27"
"1873","Transferencia Bancaria","305.44","2024-06-01"
"1874","Tarjeta de Crédito","490.05","2025-03-10"
"1875","Transferencia Bancaria","136.14","2024-07-12"
"1876","Tarjeta de Débito","336.04","2025-03-16"
"1877","Tarjeta de Débito","400.42","2024-04-02"
"1878","Tarjeta de Crédito","246.41","2024-12-30"
"1879","Tarjeta de Débito","129.28","2024-05-02"
"1880","Transferencia Bancaria","72.93","2024-04-30"
"1881","Tarjeta de Crédito","222.01","2024-11-15"
"1882","Transferencia Bancaria","68.07","2024-04-06"
"1883","Transferencia Bancaria","74.96","2024-11-11"
"1884","Transferencia Bancaria","240.64","2025-03-15"
"1885","Tarjeta de Crédito","355.20","2024-06-26"
"1886","Transferencia Bancaria","71.84","2025-03-06"
"1887","Transferencia Bancaria","38.67","2025-03-06"
"1888","Tarjeta de Crédito","486.02","2025-02-14"
"1889","Efectivo","192.91","2024-10-01"
"1890","Tarjeta de Crédito","491.39","2024-12-16"
"1891","Efectivo","35.54","2025-02-22"
"1892","Tarjeta de Crédito","190.15","2024-04-12"
"1893","Transferencia Bancaria","111.30","2024-12-29"
"1894","Transferencia Bancaria","269.73","2024-09-15"
"1895","Transferencia Bancaria","370.79","2024-10-17"
"1896","Tarjeta de Crédito","205.51","2024-09-10"
"1897","Tarjeta de Crédito","308.44","2024-04-15"
"1898","Transferencia Bancaria","40.06","2024-12-13"
"1899","Tarjeta de Crédito","272.43","2024-03-25"
"1900","Transferencia Bancaria","108.56","2025-01-25"
"1901","Tarjeta de Débito","219.73","2024-11-09"
"1902","Tarjeta de Débito","185.30","2024-08-08"
"1903","Tarjeta de Crédito","389.09","2025-03-14"
"1904","Transferencia Bancaria","358.60","2024-07-11"
"1905","Transferencia Bancaria","455.43","2024-08-18"
"1906","Transferencia Bancaria","345.92","2024-08-08"
"1907","Transferencia Bancaria","241.23","2024-11-13"
"1908","Efectivo","65.59","2024-09-09"
"1909","Tarjeta de Crédito","457.87","2024-09-09"
"1910","Transferencia Bancaria","235.90","2024-07-13"
"1911","Tarjeta de Débito","325.95","2024-09-08"
"1912","Tarjeta de Crédito","445.40","2025-02-09"
"1913","Transferencia Bancaria","331.69","2024-08-20"
"1914","Efectivo","291.39","2024-07-28"
"1915","Tarjeta de Crédito","224.13","2024-07-11"
"1916","Tarjeta de Crédito","277.93","2024-12-30"
"1917","Tarjeta de Crédito","349.53","2025-01-12"
"1918","Efectivo","324.33","2024-11-24"
"1919","Efectivo","267.51","2024-08-04"
"1920","Transferencia Bancaria","466.25","2024-05-04"
"1921","Transferencia Bancaria","239.37","2024-06-30"
"1922","Transferencia Bancaria","18.55","2024-08-14"
"1923","Tarjeta de Crédito","257.05","2024-05-08"
"1924","Transferencia Bancaria","23.65","2024-07-22"
"1925","Transferencia Bancaria","212.72","2025-02-05"
"1926","Tarjeta de Débito","426.90","2024-10-26"
"1927","Transferencia Bancaria","337.31","2025-02-02"
"1928","Tarjeta de Débito","171.29","2025-02-01"
"1929","Tarjeta de Débito","272.31","2024-08-21"
"1930","Tarjeta de Crédito","405.96","2024-09-17"
"1931","Transferencia Bancaria","87.92","2024-04-17"
"1932","Efectivo","100.16","2024-11-28"
"1933","Tarjeta de Crédito","366.98","2024-04-29"
"1934","Tarjeta de Crédito","321.48","2024-05-13"
"1935","Transferencia Bancaria","469.76","2024-09-07"
"1936","Tarjeta de Débito","301.57","2024-12-16"
"1937","Transferencia Bancaria","455.43","2025-02-24"
"1938","Transferencia Bancaria","11.67","2024-08-09"
"1939","Tarjeta de Débito","175.68","2024-10-07"
"1940","Efectivo","334.74","2024-09-09"
"1941","Transferencia Bancaria","362.83","2024-06-10"
"1942","Tarjeta de Crédito","132.96","2024-06-10"
"1943","Tarjeta de Crédito","100.70","2024-07-16"
"1944","Transferencia Bancaria","189.14","2025-02-15"
"1945","Transferencia Bancaria","494.36","2024-09-15"
"1946","Transferencia Bancaria","399.77","2025-01-30"
"1947","Efectivo","179.57","2024-11-23"
"1948","Transferencia Bancaria","420.29","2024-12-23"
"1949","Efectivo","441.94","2024-04-08"
"1950","Transferencia Bancaria","206.41","2025-01-28"
"1951","Transferencia Bancaria","11.26","2024-05-20"
"1952","Tarjeta de Débito","191.76","2024-09-11"
"1953","Tarjeta de Crédito","350.33","2025-02-10"
