"id_producto","nombre","id_categoria","marca","precio","stock","id_proveedor","fechaIngreso","tamano","SKU"
"3780","Pelota de fútbol Adidas","4","Adidas","94.44","98","695","2024-04-19","unidad","6110ea10"
"3781","Crema Corporal Nivea 400ml","8","Nivea","21.21","30","663","2024-06-23","mililitro","067caf93"
"3782","Carro Hot Wheels","9","Mattel","15.09","35","587","2025-03-28","unidad","1e63799b"
"3783","Guantes de Box Everlast","4","Everlast","82.16","22","536","2024-06-28","par","364f7c7c"
"3784","Televisor LG 55'' UHD","1","LG","1715.95","25","886","2025-03-11","unidad","9959a342"
"3785","Refrigeradora Samsung 300L","5","Samsung","2107.49","38","14","2024-06-13","unidad","b5916136"
"3786","Audífonos JBL inalámbricos","6","JBL","205.16","46","503","2024-08-10","unidad","9ad616c5"
"3787","Jean Mujer Skinny","3","Do Jeans","107.55","94","394","2024-07-11","unidad","0f81c9be"
"3788","Filtro de aire Toyota","10","Toyota","89.07","38","971","2024-06-18","unidad","d9533652"
"3789","Aceite de Motor Mobil 4L","10","Mobil","121.57","23","562","2024-05-31","litro","4ad4b274"
"3790","Set de bloques Lego Classic","9","Lego","183.86","74","140","2025-02-10","unidad","da842999"
"3791","Zapatillas Urbanas Hombre","3","Skechers","259.21","22","56","2024-05-17","par","47f388cb"
"3792","Guantes de Box Everlast","4","Everlast","61.77","95","682","2024-09-01","par","cf280d7d"
"3793","Crema Corporal Nivea 400ml","8","Nivea","21.79","67","438","2024-05-12","mililitro","c7cc532b"
"3794","Pelota de fútbol Adidas","4","Adidas","75.02","8","145","2024-11-03","unidad","897afe86"
"3795","Leche Gloria UHT 1L","2","Gloria","5.48","15","485","2024-06-02","litro","1a7575aa"
"3796","Televisor LG 55'' UHD","1","LG","1864.56","16","977","2025-02-08","unidad","b6783a65"
"3797","Silla ergonómica Home Collection","5","Home Collection","241.57","65","823","2024-08-26","unidad","94547b74"
"3798","Pelota de fútbol Adidas","4","Adidas","59.61","35","457","2024-08-10","unidad","8c1ddf89"
"3799","Pelota de fútbol Adidas","4","Adidas","94.41","89","170","2025-03-14","unidad","cb266851"
"3800","Silla ergonómica Home Collection","5","Home Collection","226.86","63","849","2025-01-06","unidad","75962dd3"
"3801","Zapatillas Urbanas Hombre","3","Skechers","263.76","38","162","2024-04-18","par","3ef34e49"
"3802","Refrigeradora Samsung 300L","5","Samsung","1659.09","8","859","2024-10-30","unidad","6acd4ae7"
"3803","Laptop Lenovo IdeaPad 3","1","Lenovo","1506.79","96","136","2025-01-08","unidad","eac510ca"
"3804","Vitamina C 1000mg x20","7","La Santé","15.28","17","752","2024-11-14","blister","dab86ff6"
"3805","Vitamina C 1000mg x20","7","La Santé","17.99","70","317","2024-05-20","blister","ca9592f6"
"3806","Bicicleta Montaña Aro 29","4","Aro","1046.06","23","671","2024-06-26","unidad","416e97a5"
"3807","Celular Samsung Galaxy A14","1","Samsung","780.70","77","972","2025-03-11","unidad","ead35a95"
"3808","Shampoo Sedal 650ml","8","Sedal","17.56","77","973","2024-10-10","mililitro","1c9e6d48"
"3809","Set de bloques Lego Classic","9","Lego","133.69","71","953","2024-12-02","unidad","a22fcd1a"
"3810","Laptop Lenovo IdeaPad 3","1","Lenovo","1898.01","81","917","2024-09-30","unidad","88ac20a3"
"3811","Vitamina C 1000mg x20","7","La Santé","15.29","9","312","2024-06-06","blister","ebdb4202"
"3812","Audífonos JBL inalámbricos","6","JBL","192.83","6","294","2024-09-28","unidad","5f335a0a"
"3813","Set de bloques Lego Classic","9","Lego","193.03","26","916","2025-01-21","unidad","4af0be94"
"3814","Shampoo Sedal 650ml","8","Sedal","16.51","90","145","2024-05-30","mililitro","afa3785a"
"3815","Muñeca Barbie Fashionista","9","Mattel","62.95","78","660","2025-02-19","unidad","ff599f4b"
"3816","Televisor LG 55'' UHD","1","LG","2135.89","79","985","2025-03-20","unidad","ec7b6072"
"3817","Paracetamol 500mg x10","7","Genfar","3.68","76","792","2025-02-20","blister","e6506583"
"3818","Paracetamol 500mg x10","7","Genfar","3.67","44","303","2025-03-09","blister","6da22a9d"
"3819","Perfume Adidas Mujer","8","Adidas","57.48","69","45","2024-12-17","unidad","55108740"
"3820","Leche Gloria UHT 1L","2","Gloria","5.48","49","926","2024-09-14","litro","a6c44ac4"
"3821","Alcohol 70% 1L","7","Zegel","12.50","76","436","2025-03-08","litro","582277d8"
"3822","Paracetamol 500mg x10","7","Genfar","4.59","48","643","2025-04-03","blister","0630235d"
"3823","Limpia parabrisas 500ml","10","3M","16.33","58","220","2024-08-08","mililitro","024c2773"
"3824","Aceite Primor 1L","2","Primor","8.01","30","651","2024-10-21","litro","7b4a4a69"
"3825","Crema Corporal Nivea 400ml","8","Nivea","22.09","87","628","2025-04-07","mililitro","d3ef96b2"
"3826","Silla ergonómica Home Collection","5","Home Collection","222.47","96","784","2024-09-12","unidad","601316a9"
"3827","Laptop Lenovo IdeaPad 3","1","Lenovo","1640.06","50","683","2025-01-25","unidad","1ddf3370"
"3828","Aceite de Motor Mobil 4L","10","Mobil","127.46","20","30","2024-11-24","litro","36e9810d"
"3829","Cocina Mabe 4 hornillas","5","Mabe","1190.07","46","463","2025-01-26","unidad","1b5dc52c"
"3830","Refrigeradora Samsung 300L","5","Samsung","2194.44","54","31","2024-11-07","unidad","e3050284"
"3831","Audífonos JBL inalámbricos","6","JBL","220.67","93","619","2024-09-16","unidad","a270c14d"
"3832","Carro Hot Wheels","9","Mattel","18.26","37","468","2024-10-07","unidad","6e29be52"
"3833","Laptop Lenovo IdeaPad 3","1","Lenovo","1812.90","57","863","2024-09-06","unidad","4c20daf4"
"3834","Cocina Mabe 4 hornillas","5","Mabe","1067.28","45","681","2024-04-21","unidad","aff4a512"
"3835","Filtro de aire Toyota","10","Toyota","59.56","13","930","2025-03-07","unidad","1bd9e736"
"3836","Paracetamol 500mg x10","7","Genfar","2.86","46","705","2024-05-31","blister","02ee122a"
"3837","Set de bloques Lego Classic","9","Lego","109.34","80","157","2024-11-13","unidad","e8377ff6"
"3838","Set de bloques Lego Classic","9","Lego","136.50","12","608","2024-08-11","unidad","d3aeb568"
"3839","Leche Gloria UHT 1L","2","Gloria","4.71","99","835","2025-01-24","litro","71ed0b46"
"3840","Celular Samsung Galaxy A14","1","Samsung","763.92","50","576","2024-11-13","unidad","f545efbf"
"3841","Laptop Lenovo IdeaPad 3","1","Lenovo","1822.22","47","439","2025-01-30","unidad","9bccd151"
"3842","Paracetamol 500mg x10","7","Genfar","3.55","34","395","2024-06-11","blister","1314752d"
"3843","Aceite de Motor Mobil 4L","10","Mobil","91.11","38","384","2024-09-07","litro","a2ceb5d6"
"3844","Casaca Hombre Pluma","3","Basement","195.15","73","439","2024-06-27","unidad","52ff2ed7"
"3845","Paracetamol 500mg x10","7","Genfar","4.10","56","208","2024-06-08","blister","58fa4ac1"
"3846","Impresora Multifuncional HP","6","HP","448.91","88","232","2024-07-13","unidad","bc6c24b4"
"3847","Zapatillas Urbanas Hombre","3","Skechers","220.91","62","450","2025-03-10","par","ee36d970"
"3848","Paracetamol 500mg x10","7","Genfar","4.82","17","923","2024-06-05","blister","3dc296dd"
"3849","Televisor LG 55'' UHD","1","LG","2131.06","96","867","2024-05-01","unidad","60be40ae"
"3850","Celular Samsung Galaxy A14","1","Samsung","852.05","34","630","2024-10-24","unidad","e312775d"
"3851","Silla ergonómica Home Collection","5","Home Collection","254.30","81","945","2024-05-11","unidad","69783fd3"
"3852","Alcohol 70% 1L","7","Zegel","13.74","85","353","2024-12-15","litro","f1e12a61"
"3853","Audífonos JBL inalámbricos","6","JBL","221.35","38","634","2024-10-29","unidad","50f5714f"
"3854","Vitamina C 1000mg x20","7","La Santé","14.70","39","419","2025-03-19","blister","67c729cf"
"3855","Casaca Hombre Pluma","3","Basement","204.55","58","308","2024-11-14","unidad","229f8197"
"3856","Audífonos JBL inalámbricos","6","JBL","246.88","65","470","2024-12-11","unidad","ea2b256b"
"3857","Vitamina C 1000mg x20","7","La Santé","14.54","26","160","2024-07-30","blister","4760206d"
"3858","Casaca Hombre Pluma","3","Basement","182.07","54","4","2025-01-04","unidad","62f150dc"
"3859","Tablet Samsung Galaxy Tab A8","6","Samsung","781.37","42","36","2024-05-20","unidad","475ff462"
"3860","Cocina Mabe 4 hornillas","5","Mabe","1131.91","52","567","2024-05-12","unidad","ab63e578"
"3861","Set de bloques Lego Classic","9","Lego","163.89","86","848","2025-02-10","unidad","28e45bfa"
"3862","Refrigeradora Samsung 300L","5","Samsung","2310.94","35","370","2024-09-12","unidad","2fa6bb39"
"3863","Carro Hot Wheels","9","Mattel","15.67","9","184","2024-10-26","unidad","a642c1f6"
"3864","Pelota de fútbol Adidas","4","Adidas","63.96","18","461","2024-11-09","unidad","f199ead5"
"3865","Zapatillas Urbanas Hombre","3","Skechers","207.88","62","289","2025-04-05","par","8b917331"
"3866","Arroz Costeño 5kg","2","Costeño","29.62","91","500","2024-11-04","kg","f7f7167a"
"3867","Alcohol 70% 1L","7","Zegel","9.97","20","138","2024-11-16","litro","d81887a0"
"3868","Muñeca Barbie Fashionista","9","Mattel","63.75","36","93","2024-08-28","unidad","3e69a0ec"
"3869","Arroz Costeño 5kg","2","Costeño","27.91","30","147","2024-11-09","kg","b80e75e0"
"3870","Televisor LG 55'' UHD","1","LG","2026.06","47","278","2024-09-04","unidad","d8afa509"
"3871","Audífonos JBL inalámbricos","6","JBL","231.19","90","287","2024-08-10","unidad","09e3d7d9"
"3872","Shampoo Sedal 650ml","8","Sedal","17.91","29","668","2025-02-07","mililitro","40e0639e"
"3873","Arroz Costeño 5kg","2","Costeño","26.04","64","180","2025-01-17","kg","71cd3492"
"3874","Zapatillas Urbanas Hombre","3","Skechers","245.37","13","546","2024-12-15","par","403be7ac"
"3875","Zapatillas Urbanas Hombre","3","Skechers","201.05","88","781","2024-08-20","par","64b58709"
"3876","Alcohol 70% 1L","7","Zegel","10.31","3","764","2024-12-09","litro","ecc50580"
"3877","Filtro de aire Toyota","10","Toyota","78.59","60","124","2025-03-29","unidad","476e86d4"
"3878","Arroz Costeño 5kg","2","Costeño","25.95","9","383","2024-08-24","kg","205488e0"
"3879","Bicicleta Montaña Aro 29","4","Aro","824.52","70","882","2024-09-14","unidad","73ddfdfe"
"3880","Celular Samsung Galaxy A14","1","Samsung","782.90","51","407","2024-12-07","unidad","aed88df6"
"3881","Arroz Costeño 5kg","2","Costeño","30.57","35","757","2025-02-01","kg","a87516c5"
"3882","Carro Hot Wheels","9","Mattel","18.64","38","632","2024-08-01","unidad","16be9af2"
"3883","Tablet Samsung Galaxy Tab A8","6","Samsung","807.19","86","427","2024-05-16","unidad","9db51579"
"3884","Aceite Primor 1L","2","Primor","8.74","42","360","2025-03-24","litro","3e9595c1"
"3885","Celular Samsung Galaxy A14","1","Samsung","774.76","44","332","2025-04-12","unidad","7d30614f"
"3886","Tablet Samsung Galaxy Tab A8","6","Samsung","827.60","3","688","2024-08-13","unidad","3ae4df02"
"3887","Perfume Adidas Mujer","8","Adidas","52.05","25","152","2024-08-06","unidad","4c5ae462"
"3888","Limpia parabrisas 500ml","10","3M","11.42","61","854","2024-12-09","mililitro","8ffa33f1"
"3889","Refrigeradora Samsung 300L","5","Samsung","1430.55","99","781","2024-12-20","unidad","4b82e086"
"3890","Crema Corporal Nivea 400ml","8","Nivea","21.78","55","192","2024-09-09","mililitro","4f2c01e0"
"3891","Limpia parabrisas 500ml","10","3M","10.05","1","855","2024-10-05","mililitro","a5bab7ee"
"3892","Cocina Mabe 4 hornillas","5","Mabe","1037.33","24","161","2024-09-08","unidad","dda12d66"
"3893","Laptop Lenovo IdeaPad 3","1","Lenovo","1774.86","78","404","2024-12-14","unidad","335d94ac"
"3894","Alcohol 70% 1L","7","Zegel","13.28","24","292","2025-01-19","litro","54307ea3"
"3895","Vitamina C 1000mg x20","7","La Santé","14.19","5","704","2024-12-10","blister","16e622c3"
"3896","Bicicleta Montaña Aro 29","4","Aro","869.85","61","847","2024-07-31","unidad","11273706"
"3897","Set de bloques Lego Classic","9","Lego","184.89","53","690","2024-12-30","unidad","6ede1df7"
"3898","Audífonos JBL inalámbricos","6","JBL","242.82","19","282","2025-03-14","unidad","21572859"
"3899","Laptop Lenovo IdeaPad 3","1","Lenovo","1904.11","3","825","2025-04-09","unidad","edab25ad"
"3900","Limpia parabrisas 500ml","10","3M","19.53","59","18","2024-08-31","mililitro","503ef254"
"3901","Celular Samsung Galaxy A14","1","Samsung","816.38","100","403","2024-06-10","unidad","575e61ab"
"3902","Crema Corporal Nivea 400ml","8","Nivea","22.93","2","747","2025-01-05","mililitro","3705b6aa"
"3903","Perfume Adidas Mujer","8","Adidas","71.47","66","958","2024-08-11","unidad","8ab3b10b"
"3904","Cocina Mabe 4 hornillas","5","Mabe","912.54","72","628","2024-11-23","unidad","7f62cdb3"
"3905","Aceite de Motor Mobil 4L","10","Mobil","125.97","87","311","2024-12-16","litro","7f3c828c"
"3906","Celular Samsung Galaxy A14","1","Samsung","874.23","32","276","2024-04-21","unidad","612480c3"
"3907","Filtro de aire Toyota","10","Toyota","53.70","5","365","2025-04-10","unidad","663aa6fd"
"3908","Pelota de fútbol Adidas","4","Adidas","85.55","100","442","2025-03-08","unidad","bbfb84cb"
"3909","Aceite Primor 1L","2","Primor","8.54","95","260","2024-08-20","litro","ee35176d"
"3910","Muñeca Barbie Fashionista","9","Mattel","71.90","90","670","2024-10-30","unidad","241538a1"
"3911","Arroz Costeño 5kg","2","Costeño","31.63","36","159","2024-05-22","kg","3ecd62c6"
"3912","Limpia parabrisas 500ml","10","3M","12.46","22","827","2024-09-24","mililitro","04425ff4"
"3913","Leche Gloria UHT 1L","2","Gloria","4.69","7","406","2025-04-13","litro","42078095"
"3914","Televisor LG 55'' UHD","1","LG","1784.97","86","810","2024-06-19","unidad","8236b302"
"3915","Aceite de Motor Mobil 4L","10","Mobil","101.37","69","833","2025-04-12","litro","e3e26069"
"3916","Guantes de Box Everlast","4","Everlast","58.34","16","642","2024-08-28","par","1d13a7e3"
"3917","Aceite Primor 1L","2","Primor","7.41","29","262","2025-02-11","litro","af4b4317"
"3918","Carro Hot Wheels","9","Mattel","19.68","28","694","2024-12-15","unidad","c4fad8ab"
"3919","Aceite Primor 1L","2","Primor","9.68","10","146","2025-02-09","litro","4ee1e2c6"
"3920","Audífonos JBL inalámbricos","6","JBL","234.37","4","69","2025-03-25","unidad","d3e58393"
"3921","Alcohol 70% 1L","7","Zegel","13.99","18","251","2024-06-29","litro","c8aacd1e"
"3922","Laptop Lenovo IdeaPad 3","1","Lenovo","1891.12","65","422","2024-05-06","unidad","fc82e255"
"3923","Celular Samsung Galaxy A14","1","Samsung","774.97","45","409","2024-09-01","unidad","bf8a56fe"
"3924","Impresora Multifuncional HP","6","HP","318.54","86","484","2025-02-27","unidad","0a12c569"
"3925","Jean Mujer Skinny","3","Do Jeans","103.17","35","972","2024-12-15","unidad","fb4448cb"
"3926","Casaca Hombre Pluma","3","Basement","167.55","16","701","2024-11-19","unidad","8a00b520"
"3927","Filtro de aire Toyota","10","Toyota","64.75","37","681","2024-09-13","unidad","bb8a97f6"
"3928","Silla ergonómica Home Collection","5","Home Collection","211.55","31","69","2024-12-07","unidad","2bcdb6bb"
"3929","Perfume Adidas Mujer","8","Adidas","71.07","81","254","2024-08-03","unidad","338fd7d1"
"3930","Set de bloques Lego Classic","9","Lego","173.20","12","493","2024-05-03","unidad","bbc88ccd"
"3931","Perfume Adidas Mujer","8","Adidas","77.91","13","641","2024-06-28","unidad","f3e35e14"
"3932","Televisor LG 55'' UHD","1","LG","1771.13","85","203","2025-03-04","unidad","de55f2ca"
"3933","Aceite Primor 1L","2","Primor","7.28","4","544","2025-03-22","litro","bcef7d1f"
"3934","Arroz Costeño 5kg","2","Costeño","26.54","84","275","2024-08-15","kg","e773a721"
"3935","Impresora Multifuncional HP","6","HP","389.10","67","491","2024-08-14","unidad","45c6d4f0"
"3936","Impresora Multifuncional HP","6","HP","359.80","19","325","2025-03-28","unidad","97aba4eb"
"3937","Refrigeradora Samsung 300L","5","Samsung","1887.70","67","440","2025-01-13","unidad","e2943a75"
"3938","Casaca Hombre Pluma","3","Basement","143.85","30","402","2025-03-15","unidad","b884a3d1"
"3939","Arroz Costeño 5kg","2","Costeño","31.93","55","60","2024-06-15","kg","21536f62"
"3940","Guantes de Box Everlast","4","Everlast","52.63","14","158","2024-05-14","par","1e5ebd84"
"3941","Refrigeradora Samsung 300L","5","Samsung","2410.12","36","605","2025-01-05","unidad","330e7e06"
"3942","Paracetamol 500mg x10","7","Genfar","3.98","95","891","2025-04-10","blister","e0a78006"
"3943","Tablet Samsung Galaxy Tab A8","6","Samsung","903.97","54","372","2024-11-17","unidad","cddc7110"
"3944","Silla ergonómica Home Collection","5","Home Collection","209.37","81","147","2025-01-14","unidad","75d9a0a7"
"3945","Set de bloques Lego Classic","9","Lego","148.73","11","216","2024-06-03","unidad","f5ddd82c"
"3946","Leche Gloria UHT 1L","2","Gloria","5.63","26","847","2024-10-03","litro","0a01f125"
"3947","Leche Gloria UHT 1L","2","Gloria","4.97","76","151","2024-06-03","litro","b09df5d6"
"3948","Impresora Multifuncional HP","6","HP","342.85","47","784","2024-07-31","unidad","1027a435"
"3949","Bicicleta Montaña Aro 29","4","Aro","781.69","9","696","2024-10-28","unidad","76be9c98"
"3950","Arroz Costeño 5kg","2","Costeño","26.61","100","405","2024-04-27","kg","699a715f"
"3951","Paracetamol 500mg x10","7","Genfar","4.45","58","17","2024-06-03","blister","eed696e4"
"3952","Guantes de Box Everlast","4","Everlast","70.90","64","605","2024-05-08","par","77d01a1c"
"3953","Arroz Costeño 5kg","2","Costeño","28.73","63","742","2024-12-22","kg","4ab99ab2"
"3954","Aceite Primor 1L","2","Primor","7.66","45","294","2025-03-08","litro","207e7275"
"3955","Muñeca Barbie Fashionista","9","Mattel","87.93","36","331","2024-10-21","unidad","19309f48"
"3956","Guantes de Box Everlast","4","Everlast","86.45","76","332","2024-04-21","par","28783bb2"
"3957","Tablet Samsung Galaxy Tab A8","6","Samsung","789.69","92","764","2025-04-05","unidad","ae599862"
"3958","Filtro de aire Toyota","10","Toyota","60.30","17","553","2024-09-29","unidad","1daeecee"
"3959","Celular Samsung Galaxy A14","1","Samsung","854.06","8","350","2024-12-12","unidad","ef6630bd"
"3960","Vitamina C 1000mg x20","7","La Santé","16.17","23","339","2024-06-07","blister","0b9be4ff"
"3961","Limpia parabrisas 500ml","10","3M","17.08","76","868","2024-04-19","mililitro","1ee0df1a"
"3962","Aceite de Motor Mobil 4L","10","Mobil","102.70","99","176","2024-06-17","litro","414b3e69"
"3963","Bicicleta Montaña Aro 29","4","Aro","927.51","23","526","2024-09-29","unidad","808d8ef7"
"3964","Laptop Lenovo IdeaPad 3","1","Lenovo","1901.39","87","973","2024-05-14","unidad","4d5da158"
"3965","Leche Gloria UHT 1L","2","Gloria","4.51","45","40","2025-02-15","litro","3d2a51bb"
"3966","Vitamina C 1000mg x20","7","La Santé","12.04","14","631","2024-10-10","blister","ec83ac05"
"3967","Cocina Mabe 4 hornillas","5","Mabe","999.01","25","886","2024-06-13","unidad","a4b0dd5a"
"3968","Celular Samsung Galaxy A14","1","Samsung","847.88","100","736","2024-09-28","unidad","bd83348d"
"3969","Crema Corporal Nivea 400ml","8","Nivea","25.09","96","941","2025-02-20","mililitro","fe719cbc"
"3970","Impresora Multifuncional HP","6","HP","371.08","12","472","2024-12-16","unidad","3787286a"
"3971","Crema Corporal Nivea 400ml","8","Nivea","23.41","61","975","2024-11-17","mililitro","d50134bf"
"3972","Bicicleta Montaña Aro 29","4","Aro","1084.51","60","595","2024-08-15","unidad","bb43b7d1"
"3973","Shampoo Sedal 650ml","8","Sedal","12.52","32","715","2024-05-01","mililitro","d4636496"
"3974","Silla ergonómica Home Collection","5","Home Collection","245.52","20","593","2024-07-23","unidad","93b2aaf5"
"3975","Bicicleta Montaña Aro 29","4","Aro","1139.11","56","564","2024-05-03","unidad","a9446765"
"3976","Paracetamol 500mg x10","7","Genfar","4.89","60","472","2025-03-26","blister","50f9f224"
"3977","Paracetamol 500mg x10","7","Genfar","3.14","59","796","2024-04-25","blister","ce72e047"
"3978","Filtro de aire Toyota","10","Toyota","74.01","29","71","2024-05-21","unidad","421995c2"
"3979","Silla ergonómica Home Collection","5","Home Collection","229.29","30","750","2025-01-20","unidad","63ee9c5c"
"3980","Leche Gloria UHT 1L","2","Gloria","4.78","17","327","2024-05-03","litro","f5be9116"
"3981","Laptop Lenovo IdeaPad 3","1","Lenovo","1983.08","62","421","2024-08-13","unidad","1aaf8db1"
"3982","Guantes de Box Everlast","4","Everlast","71.61","34","462","2024-06-14","par","d5b8dabc"
"3983","Carro Hot Wheels","9","Mattel","23.73","12","670","2024-05-28","unidad","823452e3"
"3984","Refrigeradora Samsung 300L","5","Samsung","2257.80","67","202","2024-11-03","unidad","3f69d5af"
"3985","Aceite Primor 1L","2","Primor","8.18","14","193","2025-03-31","litro","6dc623c5"
"3986","Cocina Mabe 4 hornillas","5","Mabe","1091.25","76","325","2025-03-30","unidad","1a40c4d1"
"3987","Refrigeradora Samsung 300L","5","Samsung","1456.70","67","701","2024-09-15","unidad","dca4c392"
"3988","Televisor LG 55'' UHD","1","LG","1992.47","50","313","2025-04-10","unidad","b9389166"
"3989","Crema Corporal Nivea 400ml","8","Nivea","24.78","26","428","2024-11-07","mililitro","4b9ab993"
"3990","Zapatillas Urbanas Hombre","3","Skechers","276.39","39","809","2025-04-07","par","a4c368bb"
"3991","Zapatillas Urbanas Hombre","3","Skechers","265.20","31","715","2025-01-05","par","20d23fbd"
"3992","Muñeca Barbie Fashionista","9","Mattel","74.94","36","201","2025-01-30","unidad","065816e9"
"3993","Audífonos JBL inalámbricos","6","JBL","248.05","51","235","2024-12-08","unidad","8f4fb96a"
"3994","Paracetamol 500mg x10","7","Genfar","4.16","16","393","2025-04-03","blister","5500aaa0"
"3995","Laptop Lenovo IdeaPad 3","1","Lenovo","2025.73","32","225","2025-03-29","unidad","6820cff7"
"3996","Televisor LG 55'' UHD","1","LG","1941.13","94","841","2024-06-26","unidad","39a8ef87"
"3997","Zapatillas Urbanas Hombre","3","Skechers","234.78","62","900","2024-10-08","par","6c8cddc9"
"3998","Cocina Mabe 4 hornillas","5","Mabe","1027.27","35","507","2024-11-18","unidad","e9b8a72e"
"3999","Paracetamol 500mg x10","7","Genfar","3.33","76","684","2024-06-02","blister","0fcbe02d"
"4000","Aceite Primor 1L","2","Primor","9.45","34","842","2024-11-01","litro","c463302b"
"4001","Crema Corporal Nivea 400ml","8","Nivea","20.75","63","751","2025-03-04","mililitro","0c51705b"
"4002","Carro Hot Wheels","9","Mattel","22.87","6","863","2025-03-19","unidad","4e55c33c"
"4003","Televisor LG 55'' UHD","1","LG","1805.43","84","176","2024-12-23","unidad","8b5d7958"
"4004","Filtro de aire Toyota","10","Toyota","87.54","25","481","2025-04-05","unidad","74e7a857"
"4005","Casaca Hombre Pluma","3","Basement","179.11","94","255","2024-07-01","unidad","ffb8ab20"
"4006","Celular Samsung Galaxy A14","1","Samsung","862.43","20","442","2024-09-01","unidad","9516247b"
"4007","Tablet Samsung Galaxy Tab A8","6","Samsung","881.36","69","520","2024-04-25","unidad","cf9e4027"
"4008","Crema Corporal Nivea 400ml","8","Nivea","23.77","67","164","2025-02-13","mililitro","e99888dd"
"4009","Set de bloques Lego Classic","9","Lego","147.89","1","440","2024-05-08","unidad","ad9de2c7"
"4010","Carro Hot Wheels","9","Mattel","24.80","15","494","2025-04-13","unidad","3808ddee"
"4011","Arroz Costeño 5kg","2","Costeño","25.13","81","684","2024-11-28","kg","4f588280"
"4012","Casaca Hombre Pluma","3","Basement","146.53","51","695","2024-05-14","unidad","0d094805"
"4013","Muñeca Barbie Fashionista","9","Mattel","67.65","5","896","2025-03-18","unidad","63071bcc"
"4014","Alcohol 70% 1L","7","Zegel","10.01","21","126","2024-05-02","litro","42647260"
"4015","Limpia parabrisas 500ml","10","3M","16.02","69","655","2024-11-25","mililitro","83838dd2"
"4016","Televisor LG 55'' UHD","1","LG","2099.39","81","161","2024-07-27","unidad","4cc1cda4"
"4017","Casaca Hombre Pluma","3","Basement","155.51","14","725","2024-11-26","unidad","674f5352"
"4018","Laptop Lenovo IdeaPad 3","1","Lenovo","1727.07","88","542","2024-10-23","unidad","9fcd56b2"
"4019","Audífonos JBL inalámbricos","6","JBL","204.48","52","794","2024-10-29","unidad","29bc4fff"
"4020","Cocina Mabe 4 hornillas","5","Mabe","1080.58","8","262","2025-01-27","unidad","20cee68c"
"4021","Carro Hot Wheels","9","Mattel","16.52","16","847","2024-07-23","unidad","56626003"
"4022","Casaca Hombre Pluma","3","Basement","218.76","57","421","2025-04-03","unidad","aa7c86c4"
"4023","Laptop Lenovo IdeaPad 3","1","Lenovo","2048.34","58","11","2024-09-03","unidad","57b561f7"
"4024","Silla ergonómica Home Collection","5","Home Collection","244.64","40","137","2024-10-28","unidad","d7f20a7b"
"4025","Aceite de Motor Mobil 4L","10","Mobil","109.74","90","178","2024-08-22","litro","b88e493d"
"4026","Zapatillas Urbanas Hombre","3","Skechers","219.74","63","558","2025-02-08","par","de05177c"
"4027","Set de bloques Lego Classic","9","Lego","131.16","12","930","2025-02-21","unidad","12c4e365"
"4028","Casaca Hombre Pluma","3","Basement","189.92","98","892","2024-08-02","unidad","218daa6a"
"4029","Set de bloques Lego Classic","9","Lego","165.03","16","231","2024-09-24","unidad","4f32b33e"
"4030","Audífonos JBL inalámbricos","6","JBL","237.25","86","145","2024-07-27","unidad","c1e3aa43"
"4031","Cocina Mabe 4 hornillas","5","Mabe","1071.63","87","206","2024-10-28","unidad","72ed32dc"
"4032","Guantes de Box Everlast","4","Everlast","55.68","76","604","2024-09-03","par","e07e94a6"
"4033","Audífonos JBL inalámbricos","6","JBL","248.89","70","189","2024-05-05","unidad","be95eab1"
"4034","Audífonos JBL inalámbricos","6","JBL","225.27","99","399","2024-09-07","unidad","a51a953a"
"4035","Aceite Primor 1L","2","Primor","8.92","56","476","2024-12-05","litro","f0ffbd74"
"4036","Bicicleta Montaña Aro 29","4","Aro","703.19","8","333","2024-12-03","unidad","5ee75afa"
"4037","Muñeca Barbie Fashionista","9","Mattel","65.08","50","270","2025-01-25","unidad","b643233d"
"4038","Televisor LG 55'' UHD","1","LG","1850.13","83","43","2024-07-31","unidad","554d2716"
"4039","Filtro de aire Toyota","10","Toyota","58.81","47","791","2024-10-31","unidad","8f70fba9"
"4040","Cocina Mabe 4 hornillas","5","Mabe","992.71","21","808","2025-01-28","unidad","dc1d3d54"
"4041","Celular Samsung Galaxy A14","1","Samsung","765.21","52","852","2024-11-11","unidad","f85b134f"
"4042","Alcohol 70% 1L","7","Zegel","13.73","85","550","2025-01-28","litro","52fdab45"
"4043","Refrigeradora Samsung 300L","5","Samsung","2381.39","14","719","2024-12-13","unidad","7ec6f8f8"
"4044","Aceite de Motor Mobil 4L","10","Mobil","103.66","41","833","2025-04-11","litro","d514a485"
"4045","Crema Corporal Nivea 400ml","8","Nivea","24.80","64","666","2024-11-14","mililitro","ac52c6dd"
"4046","Jean Mujer Skinny","3","Do Jeans","117.03","94","772","2024-09-26","unidad","bc8f6513"
"4047","Silla ergonómica Home Collection","5","Home Collection","241.04","81","966","2025-03-26","unidad","bea39ead"
"4048","Jean Mujer Skinny","3","Do Jeans","100.66","55","630","2024-05-09","unidad","8c1cf23e"
"4049","Filtro de aire Toyota","10","Toyota","54.48","23","874","2024-11-25","unidad","df4a70dc"
"4050","Laptop Lenovo IdeaPad 3","1","Lenovo","2040.27","14","884","2024-05-27","unidad","661a435e"
